,id,pid,ms_subclass,lot_frontage,lot_area,lot_shape,utilities,lot_config,land_slope,neighborhood,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,heating_qc,electrical,1st_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,screen_porch,mo_sold,sale_type,saleprice
827,2495,532378070,bin_01,0.0,13526,IR1,AllPub,CulDSac,Gtl,Sawyer,1Fam,1Story,5,6,1965,1965,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560.0,LwQ,375.0,0.0,TA,SBrkr,935,935,1.0,1.0,0.0,3.0,1.0,TA,5,Typ,0.0,0,Attchd,1965.0,Unf,288.0,TA,TA,Y,180.0,0.0,0.0,0.0,11,WD ,137000
828,661,535381040,bin_06,60.0,10410,Reg,AllPub,Inside,Gtl,OldTown,1Fam,1.5Fin,4,5,1915,1950,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1313.0,TA,SBrkr,1313,2377,0.0,2.0,0.0,3.0,1.0,Gd,8,Min2,1.0,TA,Detchd,1954.0,Unf,528.0,TA,TA,Y,0.0,0.0,432.0,0.0,6,WD ,142900
829,1301,902201140,bin_01,100.0,12000,Reg,AllPub,Inside,Gtl,OldTown,1Fam,1Story,5,7,1948,2005,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,144.0,ALQ,608.0,172.0,Ex,SBrkr,1122,1122,1.0,1.0,0.0,2.0,1.0,Gd,6,Typ,0.0,0,Attchd,1948.0,Unf,528.0,TA,TA,Y,0.0,36.0,0.0,0.0,5,WD ,147000
830,396,527404020,bin_01,0.0,7830,IR1,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,5,1970,1970,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1180.0,TA,SBrkr,1180,1180,0.0,1.0,1.0,2.0,1.0,TA,6,Typ,0.0,0,Attchd,1970.0,RFn,477.0,TA,TA,Y,0.0,45.0,0.0,0.0,3,COD,128000
831,2663,902328100,bin_01,65.0,8850,IR1,AllPub,Corner,Gtl,OldTown,1Fam,2.5Unf,7,6,1916,1950,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,815.0,Ex,SBrkr,815,1690,0.0,1.0,0.0,3.0,1.0,TA,7,Typ,1.0,Gd,Detchd,1916.0,Unf,225.0,TA,TA,Y,0.0,0.0,330.0,0.0,7,ConLw,144000
832,50,528181050,bin_07,41.0,7132,IR1,AllPub,Inside,Gtl,NridgHt,TwnhsE,1Story,8,5,2006,2006,Stone,178.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,1346.0,Ex,SBrkr,1370,1370,0.0,2.0,0.0,2.0,1.0,Gd,6,Typ,1.0,Gd,Attchd,2006.0,RFn,484.0,TA,TA,Y,120.0,49.0,0.0,0.0,4,WD ,205000
833,886,908102270,bin_01,75.0,9937,Reg,AllPub,Corner,Gtl,Edwards,1Fam,1Story,5,7,1964,1999,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,637.0,Unf,0.0,849.0,Ex,SBrkr,1486,1486,1.0,1.0,0.0,3.0,1.0,TA,7,Typ,0.0,0,Detchd,1968.0,Fin,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,3,WD ,167000
834,696,902103170,bin_06,52.0,5720,Reg,AllPub,Inside,Gtl,OldTown,1Fam,1.5Fin,5,6,1941,1950,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,676.0,Ex,SBrkr,676,1131,0.0,1.0,1.0,3.0,1.0,TA,5,Typ,0.0,0,Detchd,1941.0,Unf,200.0,TA,TA,Y,26.0,0.0,0.0,0.0,8,WD ,66500
835,2454,528366040,bin_03,0.0,12585,IR1,AllPub,Inside,Gtl,NoRidge,1Fam,2Story,8,5,1993,1993,BrkFace,420.0,Gd,TA,PConc,Gd,TA,No,LwQ,247.0,GLQ,1039.0,0.0,Ex,SBrkr,1565,2799,1.0,2.0,1.0,3.0,1.0,Gd,8,Typ,1.0,TA,Attchd,1993.0,Fin,704.0,TA,TA,Y,432.0,136.0,0.0,0.0,10,WD ,315000
836,2106,906380140,bin_03,85.0,11103,IR1,AllPub,Corner,Gtl,CollgCr,1Fam,2Story,7,5,2006,2006,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,Ex,SBrkr,728,1456,0.0,2.0,1.0,3.0,1.0,Gd,8,Typ,1.0,TA,Attchd,2006.0,Fin,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,7,New,155835
837,353,527146010,bin_07,57.0,8013,IR1,AllPub,Corner,Gtl,StoneBr,TwnhsE,1Story,8,5,1995,1996,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,741.0,Unf,0.0,846.0,Ex,SBrkr,1734,1734,1.0,2.0,0.0,2.0,1.0,Gd,6,Typ,0.0,0,Attchd,1995.0,RFn,528.0,TA,TA,Y,52.0,50.0,0.0,0.0,9,WD ,239500
838,441,528120170,bin_01,77.0,10872,IR1,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,9,5,2006,2006,Stone,122.0,Gd,TA,PConc,Ex,Gd,Av,GLQ,1037.0,Unf,0.0,467.0,Ex,SBrkr,1531,1531,1.0,2.0,0.0,2.0,1.0,Ex,6,Typ,1.0,Gd,Attchd,2006.0,Fin,700.0,TA,TA,Y,184.0,52.0,0.0,0.0,2,WD ,300000
839,2270,916455150,bin_01,80.0,11305,Reg,AllPub,Inside,Gtl,Timber,1Fam,1Story,8,5,2002,2002,BrkFace,886.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1329.0,Unf,0.0,593.0,Ex,SBrkr,1922,1922,1.0,2.0,0.0,2.0,1.0,Gd,6,Typ,1.0,Ex,Attchd,2002.0,Fin,692.0,TA,TA,Y,201.0,64.0,0.0,0.0,4,WD ,282000
840,1924,535177020,bin_01,70.0,9100,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,5,1960,1960,BrkCmn,69.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1144.0,TA,SBrkr,1144,1144,0.0,1.0,0.0,3.0,1.0,TA,6,Typ,1.0,Gd,Attchd,1960.0,RFn,336.0,TA,TA,Y,0.0,0.0,0.0,0.0,6,WD ,120000
841,1402,905401045,bin_01,73.0,39104,IR1,AllPub,CulDSac,Sev,ClearCr,1Fam,1Story,7,7,1954,2005,None,0.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,226.0,GLQ,1063.0,96.0,Ex,SBrkr,1363,1363,1.0,1.0,0.0,2.0,1.0,TA,5,Mod,2.0,TA,Attchd,1954.0,Unf,439.0,TA,TA,Y,81.0,0.0,0.0,0.0,4,WD ,241500
842,1070,528180110,bin_07,58.0,10110,IR1,AllPub,Inside,Gtl,NridgHt,TwnhsE,1Story,9,5,2008,2008,BrkFace,492.0,Ex,TA,PConc,Gd,TA,No,GLQ,372.0,Unf,0.0,1486.0,Ex,SBrkr,1866,1866,1.0,2.0,0.0,2.0,1.0,Ex,7,Typ,1.0,Gd,Attchd,2008.0,Fin,870.0,TA,TA,Y,0.0,48.0,0.0,0.0,11,New,336860
843,2696,903456060,bin_02,60.0,9786,Reg,AllPub,Inside,Gtl,IDOTRR,1Fam,1Story,3,4,1922,1950,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1007.0,Fa,SBrkr,1077,1077,0.0,1.0,0.0,3.0,1.0,TA,6,Typ,1.0,Gd,Detchd,1922.0,Unf,210.0,TA,Fa,P,0.0,100.0,48.0,0.0,5,WD ,91000
844,1840,533208030,bin_07,30.0,5330,IR2,AllPub,Inside,Gtl,Somerst,TwnhsE,1Story,8,5,2006,2007,0,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1550.0,Ex,SBrkr,1550,1550,0.0,2.0,1.0,2.0,1.0,Gd,5,Typ,0.0,0,Attchd,2007.0,Fin,528.0,TA,TA,Y,0.0,102.0,0.0,0.0,7,New,207500
845,1562,911370520,bin_07,44.0,3811,IR1,AllPub,Inside,Mod,Crawfor,TwnhsE,1Story,7,5,2004,2005,Stone,174.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1474.0,Unf,0.0,120.0,Ex,SBrkr,1646,1646,1.0,2.0,0.0,2.0,1.0,Ex,5,Typ,1.0,Gd,Attchd,2004.0,Fin,482.0,TA,TA,Y,128.0,53.0,0.0,155.0,7,WD ,250000
846,2426,528228545,bin_07,43.0,3010,Reg,AllPub,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,2005,2006,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1232.0,Ex,SBrkr,1248,1248,0.0,2.0,0.0,2.0,1.0,Gd,5,Typ,0.0,0,Attchd,2005.0,Fin,438.0,TA,TA,Y,108.0,0.0,0.0,0.0,3,New,167240
847,1162,533208140,bin_07,37.0,3435,IR1,AllPub,Corner,Gtl,Somerst,TwnhsE,1Story,7,5,2004,2005,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1211.0,Ex,SBrkr,1245,1245,0.0,2.0,0.0,1.0,1.0,Gd,5,Typ,0.0,0,Attchd,2004.0,RFn,495.0,TA,TA,Y,0.0,100.0,0.0,0.0,6,WD ,178000
848,1874,534178010,bin_01,80.0,10800,Reg,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,6,5,1963,1963,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,BLQ,617.0,Rec,264.0,171.0,TA,SBrkr,1052,1052,1.0,1.0,0.0,3.0,1.0,TA,6,Typ,0.0,0,Attchd,1963.0,Fin,311.0,TA,TA,Y,0.0,133.0,0.0,0.0,2,COD,127000
849,111,534129040,bin_01,0.0,10456,IR1,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,6,6,1967,1967,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,GLQ,506.0,Unf,0.0,1323.0,Gd,SBrkr,1829,1829,1.0,2.0,0.0,4.0,1.0,TA,8,Typ,0.0,0,Attchd,1967.0,RFn,535.0,TA,TA,Y,0.0,76.0,0.0,0.0,5,WD ,218500
850,1207,534277070,bin_01,0.0,8475,IR1,AllPub,Inside,Gtl,NAmes,1Fam,1Story,4,7,1956,1956,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228.0,Unf,0.0,724.0,Ex,FuseA,952,952,0.0,1.0,0.0,2.0,1.0,TA,4,Typ,0.0,0,Detchd,1956.0,Unf,283.0,TA,TA,Y,0.0,0.0,0.0,0.0,4,WD ,135750
851,140,535152050,bin_01,70.0,8197,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,7,5,2003,2009,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,1188.0,Unf,0.0,292.0,Ex,SBrkr,1480,1480,1.0,2.0,0.0,3.0,1.0,Gd,7,Typ,0.0,0,Attchd,2003.0,RFn,620.0,TA,TA,Y,252.0,73.0,0.0,0.0,2,WD ,214000
852,545,531382070,bin_01,88.0,10994,IR1,AllPub,Corner,Gtl,SawyerW,1Fam,1Story,8,5,2005,2006,Stone,366.0,Gd,TA,PConc,Gd,Gd,No,GLQ,976.0,Unf,0.0,868.0,Ex,SBrkr,1844,1844,1.0,2.0,0.0,2.0,1.0,Gd,7,Typ,1.0,Gd,Attchd,2005.0,Fin,620.0,TA,TA,Y,165.0,44.0,0.0,0.0,9,COD,257000
853,1338,903228040,bin_06,50.0,6000,Reg,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,6,7,1937,2000,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,201.0,LwQ,162.0,462.0,Ex,SBrkr,825,1497,0.0,2.0,0.0,3.0,1.0,TA,5,Typ,0.0,0,Detchd,2004.0,Unf,672.0,TA,TA,Y,272.0,0.0,0.0,0.0,5,WD ,157000
854,2873,910200020,bin_02,50.0,7288,Reg,AllPub,Inside,Gtl,IDOTRR,1Fam,1Story,5,6,1942,1950,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,305.0,Unf,0.0,671.0,TA,SBrkr,976,976,1.0,1.0,0.0,2.0,1.0,TA,5,Typ,0.0,0,Detchd,1942.0,Unf,215.0,TA,TA,N,160.0,0.0,0.0,0.0,8,WD ,102000
855,924,909277100,bin_02,80.0,13360,IR1,AllPub,Inside,Gtl,Crawfor,1Fam,1Story,5,7,1921,2006,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713.0,Unf,0.0,163.0,Ex,SBrkr,964,964,1.0,1.0,0.0,2.0,1.0,TA,5,Typ,0.0,0,Detchd,1921.0,Unf,432.0,TA,TA,Y,0.0,0.0,44.0,0.0,8,WD ,163500
856,844,907180130,bin_01,78.0,10335,IR1,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7,5,1999,1999,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,679.0,Unf,0.0,811.0,Ex,SBrkr,1501,1501,1.0,2.0,0.0,3.0,1.0,Gd,6,Typ,0.0,0,Attchd,1999.0,RFn,577.0,TA,TA,Y,144.0,29.0,0.0,0.0,6,WD ,204000
857,901,908275110,bin_01,70.0,11767,Reg,AllPub,Inside,Gtl,Edwards,1Fam,1Story,5,5,1956,1956,BrkFace,259.0,TA,TA,CBlock,TA,TA,No,Rec,546.0,Unf,0.0,604.0,Ex,SBrkr,1560,1560,0.0,1.0,0.0,2.0,1.0,TA,7,Min1,1.0,TA,Attchd,1956.0,Unf,313.0,TA,TA,Y,0.0,0.0,0.0,0.0,5,WD ,103500
858,2195,909176080,bin_08,60.0,10896,Reg,AllPub,Inside,Gtl,SWISU,2fmCon,2.5Fin,6,7,1914,1995,None,0.0,Fa,TA,CBlock,TA,Fa,No,LwQ,256.0,Unf,0.0,1184.0,Ex,FuseA,1440,3395,0.0,2.0,0.0,8.0,2.0,Fa,14,Typ,0.0,0,0,0.0,0,0.0,0,0,N,0.0,110.0,0.0,0.0,3,WD ,200000
859,2081,905475270,bin_01,60.0,5400,Reg,AllPub,Inside,Gtl,SWISU,1Fam,1Story,5,5,1958,1958,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,453.0,Unf,0.0,411.0,TA,SBrkr,864,864,0.0,1.0,0.0,3.0,1.0,TA,6,Typ,0.0,0,Attchd,1958.0,Unf,399.0,TA,TA,Y,0.0,0.0,0.0,0.0,5,WD ,118000
860,2774,907175030,bin_01,70.0,9100,Reg,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2000,2000,BrkFace,244.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1400.0,Unf,0.0,125.0,Ex,SBrkr,1525,1525,1.0,2.0,0.0,3.0,1.0,Gd,6,Typ,0.0,0,Attchd,2000.0,RFn,541.0,TA,TA,Y,219.0,36.0,0.0,0.0,9,WD ,235000
861,2573,535151130,bin_06,70.0,7728,Reg,AllPub,Inside,Gtl,NAmes,Duplex,SLvl,5,6,1962,1962,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,803.0,Unf,0.0,303.0,TA,SBrkr,1190,1190,1.0,1.0,0.0,3.0,1.0,TA,6,Typ,0.0,0,Attchd,1962.0,Unf,540.0,TA,TA,Y,0.0,18.0,0.0,0.0,5,WD ,132500
862,1793,528445070,bin_03,75.0,8778,Reg,AllPub,Inside,Gtl,Somerst,1Fam,2Story,8,5,2006,2006,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1302.0,Ex,SBrkr,1302,1830,0.0,2.0,1.0,3.0,1.0,Gd,7,Typ,0.0,0,BuiltIn,2006.0,RFn,859.0,TA,TA,Y,0.0,40.0,0.0,0.0,3,WD ,221300
863,882,907414020,bin_01,63.0,8487,Reg,AllPub,FR2,Gtl,CollgCr,1Fam,1Story,7,5,2004,2004,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20.0,Unf,0.0,1480.0,Ex,SBrkr,1500,1500,0.0,2.0,0.0,3.0,1.0,Gd,6,Typ,0.0,0,Attchd,2004.0,RFn,570.0,TA,TA,Y,192.0,36.0,0.0,0.0,8,WD ,190000
864,2791,907252050,bin_03,0.0,9930,IR1,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,7,5,2002,2002,BrkFace,199.0,Gd,TA,PConc,Gd,TA,No,GLQ,456.0,Unf,0.0,370.0,Ex,SBrkr,878,1762,0.0,2.0,1.0,3.0,1.0,Gd,6,Typ,0.0,0,Attchd,2002.0,Fin,591.0,TA,TA,Y,320.0,54.0,0.0,0.0,7,WD ,222000
865,297,909428280,bin_01,100.0,17500,Reg,AllPub,Inside,Gtl,Crawfor,1Fam,1Story,7,8,1959,2002,None,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406.0,Unf,0.0,496.0,TA,SBrkr,1902,1902,1.0,2.0,0.0,3.0,1.0,Ex,7,Typ,2.0,TA,Attchd,1959.0,Fin,567.0,TA,TA,Y,0.0,207.0,162.0,0.0,5,WD ,335000
866,509,528431070,bin_01,78.0,10206,Reg,AllPub,Inside,Gtl,Somerst,1Fam,1Story,8,5,2008,2008,BrkFace,294.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1614.0,Ex,SBrkr,1658,1658,0.0,2.0,1.0,3.0,1.0,Gd,7,Typ,1.0,Gd,Attchd,2008.0,Fin,726.0,TA,TA,Y,144.0,44.0,0.0,0.0,9,WD ,257500
867,1115,528429080,bin_01,75.0,14587,IR1,AllPub,Inside,Gtl,Somerst,1Fam,1Story,9,5,2008,2008,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1498.0,Ex,SBrkr,1506,1506,0.0,2.0,0.0,2.0,1.0,Ex,6,Typ,1.0,Gd,Attchd,2008.0,Fin,592.0,TA,TA,Y,0.0,174.0,0.0,0.0,8,New,264132
868,773,905105190,bin_01,65.0,7800,Reg,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5,7,1967,2004,BrkFace,89.0,TA,TA,PConc,TA,TA,No,ALQ,450.0,Unf,0.0,414.0,Ex,SBrkr,899,899,0.0,1.0,0.0,3.0,1.0,Gd,5,Typ,0.0,0,Attchd,1967.0,Fin,288.0,TA,TA,Y,64.0,0.0,0.0,0.0,6,WD ,130000
869,732,903202170,bin_04,50.0,4960,Reg,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,5,7,1930,1982,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,297.0,Ex,SBrkr,1001,1654,0.0,2.0,0.0,3.0,1.0,TA,7,Typ,1.0,Gd,Detchd,1955.0,Unf,336.0,TA,TA,N,244.0,60.0,0.0,0.0,5,WD ,137000
870,1552,910206110,bin_02,60.0,7392,Reg,AllPub,Inside,Gtl,IDOTRR,1Fam,1Story,5,7,1930,1995,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,520.0,TA,FuseA,912,912,0.0,1.0,0.0,2.0,1.0,TA,5,Typ,0.0,0,Detchd,1934.0,RFn,360.0,TA,TA,Y,0.0,90.0,0.0,0.0,5,WD ,99500
871,226,905107110,bin_06,0.0,7424,IR1,AllPub,Inside,Gtl,Sawyer,Duplex,SFoyer,5,5,1978,1978,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1319.0,Unf,0.0,0.0,TA,SBrkr,1373,1373,1.0,1.0,0.0,3.0,1.0,TA,5,Typ,2.0,TA,Attchd,1978.0,Fin,591.0,TA,TA,Y,0.0,0.0,0.0,0.0,5,WD ,160250
872,2830,908188120,bin_09,24.0,2522,Reg,AllPub,Inside,Gtl,Edwards,Twnhs,2Story,7,5,2004,2004,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,Ex,SBrkr,970,1709,0.0,2.0,0.0,3.0,1.0,Gd,7,Maj1,0.0,0,Detchd,2004.0,Unf,380.0,TA,TA,Y,0.0,40.0,0.0,0.0,5,WD ,130000
873,2238,910202030,bin_02,46.0,3672,Reg,AllPub,Inside,Gtl,IDOTRR,1Fam,1Story,5,7,1922,1950,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,Ex,SBrkr,816,816,0.0,1.0,0.0,2.0,1.0,TA,5,Typ,0.0,0,Detchd,1922.0,Unf,100.0,Fa,Fa,N,0.0,0.0,96.0,0.0,9,WD ,75200
874,982,923252075,bin_05,62.0,7706,Reg,AllPub,Inside,Gtl,Mitchel,1Fam,SLvl,6,5,1993,1996,None,0.0,TA,Gd,CBlock,Gd,TA,Av,Rec,114.0,GLQ,270.0,0.0,Ex,SBrkr,1091,1091,0.0,1.0,0.0,2.0,1.0,TA,5,Typ,0.0,0,Attchd,1993.0,Fin,429.0,TA,TA,Y,280.0,0.0,0.0,0.0,8,WD ,131250
875,1265,535426350,bin_01,0.0,12929,IR1,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,6,1960,1993,BrkFace,276.0,TA,TA,CBlock,TA,TA,Gd,GLQ,697.0,Unf,0.0,384.0,TA,SBrkr,1081,1081,1.0,1.0,0.0,3.0,1.0,TA,5,Typ,0.0,0,CarPort,1960.0,Unf,401.0,TA,TA,Y,36.0,82.0,0.0,0.0,6,WD ,148000
876,559,532376070,bin_01,0.0,9316,IR1,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1965,1965,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,544.0,Unf,0.0,480.0,Gd,SBrkr,1020,1020,0.0,2.0,0.0,3.0,1.0,TA,5,Typ,0.0,0,Attchd,1965.0,Unf,288.0,TA,TA,Y,171.0,0.0,0.0,0.0,5,Oth,124100
877,1203,534252090,bin_05,0.0,12122,IR1,AllPub,Corner,Gtl,NAmes,1Fam,SFoyer,7,9,1961,2007,Stone,210.0,Ex,TA,CBlock,TA,TA,Av,ALQ,867.0,Unf,0.0,77.0,Gd,SBrkr,999,999,1.0,1.0,0.0,3.0,1.0,Ex,6,Typ,0.0,0,Attchd,1961.0,RFn,588.0,TA,TA,Y,144.0,76.0,0.0,0.0,7,WD ,178400
878,2083,905476160,bin_06,42.0,7711,IR1,AllPub,Inside,Gtl,Edwards,Duplex,1Story,4,3,1977,1977,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1440.0,Unf,0.0,0.0,TA,SBrkr,1440,1440,2.0,2.0,0.0,4.0,2.0,TA,8,Typ,0.0,0,0,0.0,0,0.0,0,0,N,321.0,0.0,0.0,0.0,8,Oth,150000
879,2130,907187060,bin_03,43.0,12352,IR2,AllPub,CulDSac,Gtl,CollgCr,1Fam,2Story,7,5,1998,1999,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,638.0,Unf,0.0,215.0,Ex,SBrkr,853,1753,1.0,2.0,1.0,3.0,1.0,TA,7,Typ,1.0,Fa,Attchd,1998.0,RFn,534.0,TA,TA,Y,0.0,74.0,0.0,0.0,3,WD ,217000
880,2455,528429060,bin_03,75.0,12447,IR1,AllPub,Inside,Gtl,Somerst,1Fam,2Story,8,5,2005,2006,Stone,192.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1100.0,Ex,SBrkr,1116,1964,0.0,2.0,1.0,3.0,1.0,Gd,8,Typ,1.0,Gd,BuiltIn,2005.0,Fin,760.0,TA,TA,Y,200.0,70.0,0.0,0.0,1,New,252000
881,535,531363030,bin_01,63.0,7500,Reg,AllPub,Inside,Gtl,SawyerW,1Fam,1Story,7,5,2006,2006,None,0.0,Gd,TA,PConc,Gd,Gd,No,GLQ,54.0,Unf,0.0,1087.0,Ex,SBrkr,1141,1141,1.0,1.0,1.0,3.0,1.0,Gd,6,Typ,0.0,0,Detchd,2006.0,RFn,484.0,TA,TA,Y,182.0,0.0,0.0,0.0,6,WD ,152000
882,2019,903233140,bin_10,51.0,6120,Reg,AllPub,Corner,Gtl,BrkSide,1Fam,1.5Unf,7,8,1929,2001,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,832.0,Ex,FuseA,854,854,0.0,1.0,0.0,2.0,1.0,TA,5,Typ,0.0,0,Detchd,1991.0,Unf,576.0,TA,TA,Y,48.0,112.0,0.0,0.0,7,WD ,132000
883,2655,902206090,bin_06,56.0,9576,Reg,AllPub,Inside,Gtl,OldTown,1Fam,1.5Fin,6,7,1945,1950,None,0.0,TA,TA,CBlock,Fa,TA,No,Rec,310.0,Unf,0.0,460.0,TA,SBrkr,885,1182,0.0,1.0,1.0,3.0,1.0,TA,5,Typ,0.0,0,Detchd,1945.0,Unf,378.0,Fa,TA,Y,0.0,0.0,0.0,0.0,5,WD ,120000
884,2391,528120140,bin_03,82.0,9942,IR1,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2005,2006,BrkFace,385.0,Ex,TA,PConc,Ex,Gd,Av,GLQ,1290.0,Unf,0.0,316.0,Ex,SBrkr,1625,2091,1.0,2.0,1.0,3.0,1.0,Ex,8,Typ,1.0,Gd,Attchd,2005.0,RFn,521.0,TA,TA,Y,194.0,84.0,0.0,0.0,5,New,338500
885,154,535325400,bin_02,65.0,7898,Reg,AllPub,Corner,Gtl,NAmes,1Fam,1Story,4,7,1920,1994,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,576.0,Gd,SBrkr,985,985,0.0,1.0,0.0,2.0,1.0,TA,4,Typ,0.0,0,Detchd,1989.0,Unf,676.0,TA,TA,N,0.0,0.0,0.0,0.0,4,WD ,105000
886,999,527107210,bin_03,57.0,21872,IR2,AllPub,FR2,Gtl,Gilbert,1Fam,2Story,7,5,1996,1997,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,604.0,Unf,0.0,125.0,Ex,SBrkr,729,1446,0.0,2.0,1.0,3.0,1.0,TA,6,Typ,1.0,TA,Attchd,1996.0,Unf,406.0,TA,TA,Y,264.0,22.0,0.0,0.0,8,WD ,175000
887,1400,905352030,bin_03,83.0,10005,Reg,AllPub,Inside,Gtl,ClearCr,1Fam,2Story,7,5,1977,1977,BrkFace,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,392.0,Unf,0.0,768.0,Ex,SBrkr,1156,2022,0.0,2.0,1.0,4.0,1.0,TA,8,Typ,1.0,TA,Attchd,1977.0,Fin,505.0,TA,TA,Y,288.0,117.0,0.0,0.0,3,WD ,192000
888,2807,907401080,bin_03,41.0,12393,IR2,AllPub,FR2,Gtl,CollgCr,1Fam,2Story,7,5,2004,2005,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,Ex,SBrkr,847,1948,0.0,2.0,1.0,4.0,1.0,Gd,8,Typ,1.0,Gd,BuiltIn,2004.0,Fin,434.0,TA,TA,Y,100.0,48.0,0.0,0.0,9,WD ,195000
889,516,528456220,bin_03,75.0,9000,Reg,AllPub,Inside,Gtl,Somerst,1Fam,2Story,8,5,2008,2008,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,768.0,Ex,SBrkr,786,1590,0.0,2.0,1.0,3.0,1.0,Gd,6,Typ,0.0,0,Attchd,2008.0,RFn,676.0,TA,TA,Y,0.0,30.0,0.0,0.0,6,WD ,210000
