Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Heat/Cool,sunset,sunrise,SunHours,isRainy,Humidity
2010-10-22,64,35.0,49.5,-1.0,31,42.0,0612,1700, ,0.02,29.375,30.07,5.8,21,6.5,-15.5,2010-10-22 17:00:00,2010-10-22 06:12:00,648.0,0,48.76
2010-10-23,65,54.0,59.5,11.0,47,53.0,0613,1658,RA BR,0.1,29.23,29.94,10.0,21,11.4,-5.5,2010-10-23 16:58:00,2010-10-23 06:13:00,645.0,1,63.25
2010-10-24,72,55.5,63.75,14.0,53,57.0,0614,1657,RA BR,0.05,29.015,29.74,8.4,21,9.6,-1.25,2010-10-24 16:57:00,2010-10-24 06:14:00,643.0,1,68.03
2010-10-25,72,56.5,64.25,16.0,56,60.0,0616,1656,BR,0.0,28.77,29.5,11.6,19,12.4,-0.75,2010-10-25 16:56:00,2010-10-25 06:16:00,640.0,0,74.56
2010-10-26,70,54.0,62.0,14.0,47,53.0,0617,1654,RA BR,0.24,28.59,29.25,24.1,21,26.3,-3.0,2010-10-26 16:54:00,2010-10-26 06:17:00,637.0,1,57.88
2010-10-27,65,43.0,54.0,6.0,32,44.0,0618,1653, ,0.0,28.96,29.59,21.8,24,23.2,-11.0,2010-10-27 16:53:00,2010-10-27 06:18:00,635.0,0,43.0
2010-10-28,46,39.0,42.5,-4.0,31,38.0,0619,1651, ,0.0,29.46,30.1,13.7,28,14.1,-22.5,2010-10-28 16:51:00,2010-10-28 06:19:00,632.0,0,63.54
2010-10-29,50,32.0,41.0,-6.0,27,36.0,0620,1650, ,0.0,29.515,30.24,6.2,24,8.9,-24.0,2010-10-29 16:50:00,2010-10-29 06:20:00,630.0,0,57.17
2010-10-30,63,41.5,52.25,7.0,32,42.0,0622,1649, ,0.0,29.175,29.88,6.5,25,13.3,-12.75,2010-10-30 16:49:00,2010-10-30 06:22:00,627.0,0,45.85
2010-10-31,52,37.5,44.75,-2.0,30,38.0,0623,1647, ,0.0,29.52,30.2,5.8,1,6.9,-20.25,2010-10-31 16:47:00,2010-10-31 06:23:00,624.0,0,55.99
2011-05-01,63,49.5,56.25,2.0,37,47.0,0448,1849, ,0.0,29.29,29.95,11.4,26,11.9,-8.75,2011-05-01 18:49:00,2011-05-01 04:48:00,841.0,0,48.36
2011-05-02,59,42.5,50.75,-3.0,31,42.0,0447,1850, ,0.0,29.490000000000002,30.17,5.3,36,9.9,-14.25,2011-05-02 18:50:00,2011-05-02 04:47:00,843.0,0,46.54
2011-05-03,50,37.5,43.75,-10.0,31,38.0,0446,1851,RA,0.0,29.53,30.23,6.7,3,7.6,-21.25,2011-05-03 18:51:00,2011-05-03 04:46:00,845.0,1,60.57
2011-05-04,59,37.0,48.0,-6.0,29,40.0,0444,1852, ,0.0,29.665,30.37,4.6,3,7.6,-17.0,2011-05-04 18:52:00,2011-05-04 04:44:00,848.0,0,47.54
2011-05-05,63,38.0,50.5,-6.0,40,46.0,0443,1853,RA BR,0.06,29.365,30.12,10.9,20,11.5,-14.5,2011-05-05 18:53:00,2011-05-05 04:43:00,850.0,1,67.12
2011-05-06,68,44.5,56.25,1.0,39,48.0,0442,1855,RA,0.0,29.145,29.87,6.8,28,7.8,-8.75,2011-05-06 18:55:00,2011-05-06 04:42:00,853.0,1,52.3
2011-05-07,60,44.5,52.25,-3.0,44,48.0,0441,1856, ,0.0,29.155,29.85,5.1,5,6.9,-12.75,2011-05-07 18:56:00,2011-05-07 04:41:00,855.0,0,73.41
2011-05-08,68,41.5,54.75,-2.0,43,49.0,0439,1857, ,0.0,29.299999999999997,29.98,6.6,6,7.2,-10.25,2011-05-08 18:57:00,2011-05-08 04:39:00,858.0,0,64.47
2011-05-09,73,49.0,61.0,4.0,45,53.0,0438,1858,RA,0.0,29.18,29.89,14.3,11,14.7,-4.0,2011-05-09 18:58:00,2011-05-09 04:38:00,860.0,1,55.59
2011-05-10,90,63.0,76.5,20.0,61,66.0,0437,1859, ,0.0,29.03,29.72,6.2,14,8.6,11.5,2011-05-10 18:59:00,2011-05-10 04:37:00,862.0,0,58.77
2011-05-11,87,65.0,76.0,18.0,66,68.0,0436,1900,TS TSRA BR HZ,0.13,29.130000000000003,29.8,3.5,14,6.6,11.0,2011-05-11 19:00:00,2011-05-11 04:36:00,864.0,1,71.2
2011-05-12,86,60.5,73.25,15.0,63,66.0,0435,1901,TS TSRA BR,0.29,29.104999999999997,29.79,5.6,19,8.1,8.25,2011-05-12 19:01:00,2011-05-12 04:35:00,866.0,1,70.3
2011-05-13,77,47.0,62.0,4.0,54,56.0,0434,1902,RA BR,0.02,29.035,29.73,10.1,3,11.0,-3.0,2011-05-13 19:02:00,2011-05-13 04:34:00,868.0,1,75.03
2011-05-14,53,45.5,49.25,-9.0,47,48.0,0433,1903,RA BR,0.31,29.03,29.73,16.7,2,16.9,-15.75,2011-05-14 19:03:00,2011-05-14 04:33:00,870.0,1,91.91
2011-05-15,46,41.5,43.75,-14.0,36,41.0,0432,1904,RA BR,0.31,29.17,29.86,21.4,2,21.4,-21.25,2011-05-15 19:04:00,2011-05-15 04:32:00,872.0,1,73.98
2011-05-16,52,38.5,45.25,-14.0,30,40.0,0431,1905, ,0.0,29.310000000000002,30.01,13.5,2,13.9,-19.75,2011-05-16 19:05:00,2011-05-16 04:31:00,874.0,0,54.93
2011-05-17,60,40.0,50.0,-9.0,33,43.0,0430,1906, ,0.0,29.240000000000002,29.96,12.2,3,12.7,-15.0,2011-05-17 19:06:00,2011-05-17 04:30:00,876.0,0,51.88
2011-05-18,57,49.5,53.25,-7.0,48,49.0,0429,1907,RA DZ BR,0.07,29.185000000000002,29.89,6.2,2,7.1,-11.75,2011-05-18 19:07:00,2011-05-18 04:29:00,878.0,1,82.31
2011-05-19,72,49.5,60.75,1.0,53,56.0,0428,1908,BR HZ,0.0,29.325,30.0,3.6,2,5.8,-4.25,2011-05-19 19:08:00,2011-05-19 04:28:00,880.0,0,75.61
2011-05-20,73,50.0,61.5,1.0,54,57.0,0427,1909,BR,0.0,29.33,30.03,5.5,6,6.0,-3.5,2011-05-20 19:09:00,2011-05-20 04:27:00,882.0,0,76.37
2011-05-21,75,50.5,62.75,2.0,59,62.0,0426,1910,BR,0.01,29.165,29.87,7.0,15,8.1,-2.25,2011-05-21 19:10:00,2011-05-21 04:26:00,884.0,0,87.55
2011-05-22,87,63.0,75.0,13.0,60,64.0,0425,1911,TSRA RA BR,0.58,28.985,29.7,10.3,19,11.4,10.0,2011-05-22 19:11:00,2011-05-22 04:25:00,886.0,1,59.62
2011-05-23,79,62.5,70.75,9.0,59,64.0,0425,1912, ,0.0,28.950000000000003,29.62,10.0,25,11.3,5.75,2011-05-23 19:12:00,2011-05-23 04:25:00,887.0,0,66.39
2011-05-24,66,47.5,56.75,-5.0,47,51.0,0424,1913, ,0.11,29.18,29.86,12.0,4,12.4,-8.25,2011-05-24 19:13:00,2011-05-24 04:24:00,889.0,0,69.8
2011-05-25,67,48.0,57.5,-5.0,52,53.0,0423,1914,TSRA RA BR,2.24,28.945,29.67,10.7,3,11.7,-7.5,2011-05-25 19:14:00,2011-05-25 04:23:00,891.0,1,81.85
2011-05-26,49,43.0,46.0,-16.0,40,43.0,0422,1915,RA BR,1.06,29.17,29.84,17.7,2,17.8,-19.0,2011-05-26 19:15:00,2011-05-26 04:22:00,893.0,1,79.45
2011-05-27,58,41.0,49.5,-13.0,41,46.0,0422,1916,RA,0.0,29.240000000000002,29.93,7.3,5,8.7,-15.5,2011-05-27 19:16:00,2011-05-27 04:22:00,894.0,1,72.42
2011-05-28,62,51.5,56.75,-6.0,55,55.0,0421,1916,RA BR,0.12,29.130000000000003,29.83,6.0,18,6.7,-8.25,2011-05-28 19:16:00,2011-05-28 04:21:00,895.0,1,93.86
2011-05-29,70,54.5,62.25,-3.0,59,60.0,0421,1917,TS RA FG+ FG BR,1.88,29.195,29.86,3.6,11,5.7,-2.75,2011-05-29 19:17:00,2011-05-29 04:21:00,896.0,1,89.1
2011-05-30,88,60.5,74.25,8.0,65,69.0,0420,1918, ,0.0,29.295,29.97,12.4,20,12.8,9.25,2011-05-30 19:18:00,2011-05-30 04:20:00,898.0,0,72.9
2011-05-31,85,69.0,77.0,13.0,64,68.0,0420,1919,TS,0.08,29.375,30.04,12.4,22,13.2,12.0,2011-05-31 19:19:00,2011-05-31 04:20:00,899.0,1,64.24
2011-06-01,81,61.0,71.0,6.0,49,59.0,0419,1920, ,0.0,29.475,30.17,10.7,27,10.5,6.0,2011-06-01 19:20:00,2011-06-01 04:19:00,901.0,0,45.68
2011-06-02,69,56.5,62.75,-1.0,44,53.0,0419,1920,RA,0.02,29.48,30.19,9.0,6,9.4,-2.25,2011-06-02 19:20:00,2011-06-02 04:19:00,901.0,1,50.31
2011-06-03,87,56.0,71.5,7.0,62,67.0,0418,1921, ,0.01,29.34,30.04,10.8,17,11.5,6.5,2011-06-03 19:21:00,2011-06-03 04:18:00,903.0,0,72.0
2011-06-04,92,65.5,78.75,14.0,64,68.0,0418,1922,TSRA,0.18,29.345,30.02,1.4,26,8.5,13.75,2011-06-04 19:22:00,2011-06-04 04:18:00,904.0,1,60.64
2011-06-05,85,61.5,73.25,8.0,55,62.0,0417,1923, ,0.0,29.384999999999998,30.08,3.1,7,5.4,8.25,2011-06-05 19:23:00,2011-06-05 04:17:00,906.0,0,52.82
2011-06-06,93,61.0,77.0,11.0,64,69.0,0417,1923, ,0.0,29.185,29.89,8.5,20,9.7,12.0,2011-06-06 19:23:00,2011-06-06 04:17:00,906.0,0,64.24
2011-06-07,96,76.0,86.0,20.0,65,72.0,0417,1924, ,0.0,29.145,29.82,10.3,23,10.6,21.0,2011-06-07 19:24:00,2011-06-07 04:17:00,907.0,0,49.64
2011-06-08,95,66.5,80.75,15.0,64,71.0,0417,1925,TSRA,0.17,29.165,29.81,11.6,24,13.4,15.75,2011-06-08 19:25:00,2011-06-08 04:17:00,908.0,1,56.79
2011-06-09,69,51.0,60.0,-6.0,52,55.0,0416,1925,TSRA RA BR,0.93,29.310000000000002,30.0,8.0,4,12.5,-5.0,2011-06-09 19:25:00,2011-06-09 04:16:00,909.0,1,74.85
2011-06-10,69,51.0,60.0,-7.0,56,57.0,0416,1926,RA BR HZ,0.52,29.235,29.94,6.4,3,8.0,-5.0,2011-06-10 19:26:00,2011-06-10 04:16:00,910.0,1,86.62
2011-06-11,62,52.5,57.25,-10.0,54,55.0,0416,1926,RA DZ FG+ FG BR,0.03,29.265,29.95,4.7,5,5.7,-7.75,2011-06-11 19:26:00,2011-06-11 04:16:00,910.0,1,88.88
2011-06-12,64,50.5,57.25,-11.0,45,52.0,0416,1927,BR,0.0,29.41,30.1,8.3,3,8.9,-7.75,2011-06-12 19:27:00,2011-06-12 04:16:00,911.0,0,63.56
2011-06-13,72,55.0,63.5,-5.0,43,53.0,0416,1927, ,0.0,29.415,30.11,7.5,6,7.8,-1.5,2011-06-13 19:27:00,2011-06-13 04:16:00,911.0,0,47.16
2011-06-14,77,55.5,66.25,-3.0,49,56.0,0416,1928, ,0.0,29.28,30.01,7.8,9,8.6,1.25,2011-06-14 19:28:00,2011-06-14 04:16:00,912.0,0,53.77
2011-06-15,71,57.0,64.0,-4.0,59,61.0,0416,1928,TSRA RA BR,0.8,29.035,29.73,9.2,15,11.2,-1.0,2011-06-15 19:28:00,2011-06-15 04:16:00,912.0,1,83.79
2011-06-16,81,61.5,71.25,2.0,59,63.0,0416,1929,RA BR,0.04,29.085,29.76,5.5,29,7.5,6.25,2011-06-16 19:29:00,2011-06-16 04:16:00,913.0,1,65.27
2011-06-17,82,62.0,72.0,2.0,60,64.0,0416,1929, ,0.0,29.155,29.83,5.8,6,6.6,7.0,2011-06-17 19:29:00,2011-06-17 04:16:00,913.0,0,65.95
2011-06-18,84,62.0,73.0,3.0,62,65.0,0416,1929, ,0.0,29.130000000000003,29.82,4.6,6,6.4,8.0,2011-06-18 19:29:00,2011-06-18 04:16:00,913.0,0,68.44
2011-06-19,81,64.0,72.5,2.0,65,68.0,0416,1930, ,0.0,29.055,29.75,4.1,11,5.2,7.5,2011-06-19 19:30:00,2011-06-19 04:16:00,914.0,0,77.32
2011-06-20,79,67.0,73.0,2.0,67,69.0,0416,1930,TSRA RA BR,0.18,29.04,29.72,6.2,16,8.1,8.0,2011-06-20 19:30:00,2011-06-20 04:16:00,914.0,1,81.49
2011-06-21,89,67.5,78.25,8.0,70,72.0,0416,1930,RA BR SQ,0.45,28.950000000000003,29.64,11.5,18,12.1,13.25,2011-06-21 19:30:00,2011-06-21 04:16:00,914.0,1,75.84
2011-06-22,73,65.0,69.0,-1.0,63,65.0,0417,1931,RA,0.02,28.92,29.59,12.6,21,13.4,4.0,2011-06-22 19:31:00,2011-06-22 04:17:00,914.0,1,81.21
2011-06-23,71,62.5,66.75,-3.0,59,62.0,0417,1931,RA BR,0.01,28.93,29.6,11.4,26,12.7,1.75,2011-06-23 19:31:00,2011-06-23 04:17:00,914.0,1,76.15
2011-06-24,68,60.0,64.0,-7.0,56,59.0,0417,1931, ,0.0,29.104999999999997,29.76,9.4,29,9.6,-1.0,2011-06-24 19:31:00,2011-06-24 04:17:00,914.0,0,75.22
2011-06-25,79,59.5,69.25,-2.0,53,60.0,0417,1931, ,0.0,29.245,29.92,2.5,10,4.6,4.25,2011-06-25 19:31:00,2011-06-25 04:17:00,914.0,0,56.24
2011-06-26,81,60.5,70.75,-2.0,53,60.0,0418,1931, ,0.0,29.255000000000003,29.94,5.8,9,6.9,5.75,2011-06-26 19:31:00,2011-06-26 04:18:00,913.0,0,53.43
2011-06-27,81,66.0,73.5,2.0,63,67.0,0418,1931,RA HZ,0.03,29.115,29.8,6.9,21,10.8,8.5,2011-06-27 19:31:00,2011-06-27 04:18:00,913.0,1,69.71
2011-06-28,81,64.0,72.5,1.0,54,61.0,0419,1931, ,0.0,29.310000000000002,29.98,9.1,30,9.6,7.5,2011-06-28 19:31:00,2011-06-28 04:19:00,912.0,0,52.23
2011-06-29,81,61.0,71.0,-1.0,56,62.0,0419,1931, ,0.0,29.380000000000003,30.06,3.7,8,5.4,6.0,2011-06-29 19:31:00,2011-06-29 04:19:00,912.0,0,59.09
2011-06-30,88,63.0,75.5,2.0,62,67.0,0419,1931, ,0.0,29.310000000000002,30.0,8.2,17,9.4,10.5,2011-06-30 19:31:00,2011-06-30 04:19:00,912.0,0,62.94
2011-07-01,89,71.0,80.0,9.0,62,68.0,0420,1931, ,0.0,29.275,29.96,14.3,18,14.9,15.0,2011-07-01 19:31:00,2011-07-01 04:20:00,911.0,0,54.25
2011-07-02,94,72.0,83.0,11.0,70,74.0,0420,1931,BR,0.0,29.28,29.95,3.9,24,8.3,18.0,2011-07-02 19:31:00,2011-07-02 04:20:00,911.0,0,64.95
2011-07-03,84,69.5,76.75,5.0,57,65.0,0421,1931, ,0.0,29.305,29.98,4.7,2,5.9,11.75,2011-07-03 19:31:00,2011-07-03 04:21:00,910.0,0,50.52
2011-07-04,89,66.5,77.75,5.0,55,64.0,0422,1930, ,0.0,29.29,29.97,2.9,5,4.3,12.75,2011-07-04 19:30:00,2011-07-04 04:22:00,908.0,0,45.46
2011-07-05,91,67.5,79.25,8.0,60,68.0,0422,1930, ,0.0,29.28,29.96,5.2,28,6.2,14.25,2011-07-05 19:30:00,2011-07-05 04:22:00,908.0,0,51.8
2011-07-06,86,70.5,78.25,6.0,61,67.0,0423,1930, ,0.0,29.299999999999997,29.97,5.7,4,7.5,13.25,2011-07-06 19:30:00,2011-07-06 04:23:00,907.0,0,55.46
2011-07-07,82,64.5,73.25,1.0,53,62.0,0423,1930,RA,0.0,29.25,29.95,5.1,7,6.2,8.25,2011-07-07 19:30:00,2011-07-07 04:23:00,907.0,1,49.1
2011-07-08,86,63.0,74.5,1.0,51,62.0,0424,1929, ,0.0,29.195,29.88,5.1,6,6.0,9.5,2011-07-08 19:29:00,2011-07-08 04:24:00,905.0,0,43.74
2011-07-09,91,64.0,77.5,3.0,58,66.0,0425,1929, ,0.0,29.240000000000002,29.92,5.2,19,5.9,12.5,2011-07-09 19:29:00,2011-07-09 04:25:00,904.0,0,51.08
2011-07-10,91,74.5,82.75,10.0,68,72.0,0425,1929,HZ,0.0,29.205,29.89,9.3,19,9.7,17.75,2011-07-10 19:29:00,2011-07-10 04:25:00,904.0,0,61.14
2011-07-11,88,70.5,79.25,7.0,71,74.0,0426,1928,HZ,0.39,29.15,29.82,5.5,25,8.5,14.25,2011-07-11 19:28:00,2011-07-11 04:26:00,902.0,0,75.93
2011-07-12,87,70.5,78.75,6.0,63,69.0,0427,1928,RA,0.01,29.28,29.94,5.6,2,7.7,13.75,2011-07-12 19:28:00,2011-07-12 04:27:00,901.0,1,58.55
2011-07-13,74,64.5,69.25,-4.0,57,62.0,0428,1927, ,0.0,29.375,30.06,10.5,4,10.9,4.25,2011-07-13 19:27:00,2011-07-13 04:28:00,899.0,0,65.04
2011-07-14,82,62.0,72.0,-2.0,56,63.0,0428,1927, ,0.0,29.325000000000003,30.02,6.5,10,8.0,7.0,2011-07-14 19:27:00,2011-07-14 04:28:00,899.0,0,57.13
2011-07-15,87,70.5,78.75,5.0,60,66.0,0429,1926, ,0.0,29.299999999999997,29.98,5.4,9,6.7,13.75,2011-07-15 19:26:00,2011-07-15 04:29:00,897.0,0,52.66
2011-07-16,89,72.5,80.75,6.0,61,68.0,0430,1925,RA,0.0,29.35,30.02,3.4,19,4.3,15.75,2011-07-16 19:25:00,2011-07-16 04:30:00,895.0,1,51.1
2011-07-17,95,71.5,83.25,8.0,69,74.0,0431,1925, ,0.0,29.380000000000003,30.06,6.2,22,6.4,18.25,2011-07-17 19:25:00,2011-07-17 04:31:00,894.0,0,62.26
2011-07-18,92,80.5,86.25,12.0,75,78.0,0432,1924,RA HZ,0.01,29.259999999999998,29.96,10.6,25,10.8,21.25,2011-07-18 19:24:00,2011-07-18 04:32:00,892.0,1,69.27
2011-07-19,93,78.5,85.75,12.0,72,76.0,0433,1923, ,0.0,29.200000000000003,29.89,4.5,7,6.2,20.75,2011-07-19 19:23:00,2011-07-19 04:33:00,890.0,0,63.63
2011-07-20,99,75.0,87.0,12.0,73,77.0,0433,1923,BR HZ,0.02,29.115,29.8,9.0,23,10.7,22.0,2011-07-20 19:23:00,2011-07-20 04:33:00,890.0,0,63.25
2011-07-21,99,78.5,88.75,13.0,70,76.0,0434,1922,TS,0.02,29.130000000000003,29.8,6.2,28,8.8,23.75,2011-07-21 19:22:00,2011-07-21 04:34:00,888.0,1,54.05
2011-07-22,88,70.5,79.25,5.0,70,73.0,0435,1921,TS TSRA RA BR,1.55,29.205,29.88,1.7,9,9.0,14.25,2011-07-22 19:21:00,2011-07-22 04:35:00,886.0,1,73.38
2011-07-23,87,70.0,78.5,5.0,70,73.0,0436,1920,TS TSRA RA BR,6.86,29.255000000000003,29.95,0.8,30,5.3,13.5,2011-07-23 19:20:00,2011-07-23 04:36:00,884.0,1,75.22
2011-07-24,87,72.0,79.5,6.0,70,73.0,0437,1919,TS TSRA BR,0.18,29.29,29.97,1.5,23,6.4,14.5,2011-07-24 19:19:00,2011-07-24 04:37:00,882.0,1,72.78
2011-07-25,88,73.0,80.5,7.0,66,71.0,0438,1918, ,0.0,29.225,29.91,3.4,32,6.5,15.5,2011-07-25 19:18:00,2011-07-25 04:38:00,880.0,0,61.39
2011-07-26,83,71.5,77.25,3.0,63,68.0,0439,1918, ,0.0,29.205,29.88,6.3,5,8.5,12.25,2011-07-26 19:18:00,2011-07-26 04:39:00,879.0,0,61.52
2011-07-27,90,70.0,80.0,5.0,66,70.0,0440,1917,TS TSRA,0.71,29.17,29.85,6.2,16,9.5,15.0,2011-07-27 19:17:00,2011-07-27 04:40:00,877.0,1,62.4
2011-07-28,87,73.5,80.25,6.0,71,74.0,0441,1916,TSRA RA BR,0.7,29.23,29.89,3.2,23,6.8,15.25,2011-07-28 19:16:00,2011-07-28 04:41:00,875.0,1,73.48
2011-07-29,86,72.5,79.25,5.0,67,71.0,0442,1915,BR,0.7,29.310000000000002,29.98,4.3,4,5.9,14.25,2011-07-29 19:15:00,2011-07-29 04:42:00,873.0,0,66.2
2011-07-30,91,67.5,79.25,5.0,64,70.0,0443,1914, ,0.0,29.380000000000003,30.05,2.4,13,3.4,14.25,2011-07-30 19:14:00,2011-07-30 04:43:00,871.0,0,59.65
2011-07-31,90,70.5,80.25,5.0,69,73.0,0444,1913, ,0.0,29.380000000000003,30.06,4.9,25,5.0,15.25,2011-07-31 19:13:00,2011-07-31 04:44:00,869.0,0,68.63
2011-08-01,91,75.0,83.0,10.0,72,75.0,0445,1911, ,0.0,29.305,29.99,4.2,27,4.9,18.0,2011-08-01 19:11:00,2011-08-01 04:45:00,866.0,0,69.51
2011-08-02,93,74.0,83.5,11.0,73,76.0,0446,1910, ,0.43,29.07,29.77,8.3,21,9.1,18.5,2011-08-02 19:10:00,2011-08-02 04:46:00,864.0,0,70.75
2011-08-03,86,72.5,79.25,6.0,67,71.0,0447,1909, ,0.0,29.134999999999998,29.81,6.9,2,8.0,14.25,2011-08-03 19:09:00,2011-08-03 04:47:00,862.0,0,66.2
2011-08-04,84,69.0,76.5,4.0,66,69.0,0448,1908, ,0.0,29.275,29.94,5.3,5,6.0,11.5,2011-08-04 19:08:00,2011-08-04 04:48:00,860.0,0,70.03
2011-08-05,83,69.5,76.25,3.0,68,71.0,0449,1907,RA,0.0,29.235,29.93,4.0,5,5.5,11.25,2011-08-05 19:07:00,2011-08-05 04:49:00,858.0,1,75.66
2011-08-06,85,72.5,78.75,6.0,70,72.0,0450,1906,RA BR,0.18,29.125,29.82,2.5,5,4.0,13.75,2011-08-06 19:06:00,2011-08-06 04:50:00,856.0,1,74.6
2011-08-07,86,69.0,77.5,4.0,69,71.0,0451,1904,TSRA BR,0.75,29.060000000000002,29.75,4.6,27,6.4,12.5,2011-08-07 19:04:00,2011-08-07 04:51:00,853.0,1,75.13
2011-08-08,80,68.5,74.25,1.0,67,69.0,0452,1903,RA BR,0.63,29.03,29.72,4.0,4,6.2,9.25,2011-08-08 19:03:00,2011-08-08 04:52:00,851.0,1,78.14
2011-08-09,80,65.0,72.5,-1.0,61,66.0,0453,1902,BR,0.0,29.0,29.67,10.8,28,11.1,7.5,2011-08-09 19:02:00,2011-08-09 04:53:00,849.0,0,67.19
2011-08-10,77,61.5,69.25,-4.0,54,61.0,0454,1900, ,0.0,29.17,29.84,7.3,31,8.7,4.25,2011-08-10 19:00:00,2011-08-10 04:54:00,846.0,0,58.33
2011-08-11,81,58.5,69.75,-4.0,54,61.0,0455,1859, ,0.0,29.28,29.95,2.0,24,3.0,4.75,2011-08-11 18:59:00,2011-08-11 04:55:00,844.0,0,57.34
2011-08-12,81,62.5,71.75,-2.0,59,64.0,0456,1858, ,0.0,29.25,29.94,8.3,19,8.5,6.75,2011-08-12 18:58:00,2011-08-12 04:56:00,842.0,0,64.18
2011-08-13,83,64.0,73.5,0.0,64,66.0,0457,1856,RA,0.75,29.174999999999997,29.86,3.6,27,6.7,8.5,2011-08-13 18:56:00,2011-08-13 04:57:00,839.0,1,72.2
2011-08-14,75,62.0,68.5,-3.0,60,63.0,0458,1855,RA,0.0,29.265,29.95,10.4,36,11.7,3.5,2011-08-14 18:55:00,2011-08-14 04:58:00,837.0,1,74.3
2011-08-15,82,58.0,70.0,-2.0,55,62.0,0459,1854, ,0.0,29.305,29.98,2.4,2,4.9,5.0,2011-08-15 18:54:00,2011-08-15 04:59:00,835.0,0,58.96
2011-08-16,85,62.0,73.5,1.0,58,64.0,0500,1852, ,0.0,29.35,30.03,2.9,18,3.9,8.5,2011-08-16 18:52:00,2011-08-16 05:00:00,832.0,0,58.37
2011-08-17,83,63.5,73.25,1.0,63,67.0,0501,1851, ,0.0,29.335,30.02,5.6,22,6.0,8.25,2011-08-17 18:51:00,2011-08-17 05:01:00,830.0,0,70.3
2011-08-18,84,69.0,76.5,4.0,60,66.0,0502,1849, ,0.0,29.255000000000003,29.96,2.3,4,5.2,11.5,2011-08-18 18:49:00,2011-08-18 05:02:00,827.0,0,56.72
2011-08-19,87,65.5,76.25,5.0,63,68.0,0503,1848, ,0.0,29.205,29.89,3.3,14,5.2,11.25,2011-08-19 18:48:00,2011-08-19 05:03:00,825.0,0,63.59
2011-08-20,80,67.0,73.5,2.0,67,69.0,0504,1846,RA FG BR,1.11,29.25,29.92,1.3,21,3.4,8.5,2011-08-20 18:46:00,2011-08-20 05:04:00,822.0,1,80.13
2011-08-21,80,65.0,72.5,1.0,58,63.0,0505,1845,RA,0.0,29.29,29.97,8.0,32,8.5,7.5,2011-08-21 18:45:00,2011-08-21 05:05:00,820.0,1,60.37
2011-08-22,82,60.0,71.0,0.0,59,64.0,0506,1843, ,0.0,29.33,30.02,1.6,26,4.1,6.0,2011-08-22 18:43:00,2011-08-22 05:06:00,817.0,0,65.83
2011-08-23,73,64.0,68.5,-3.0,63,65.0,0508,1842,TSRA BR,0.65,29.14,29.86,9.1,20,9.8,3.5,2011-08-23 18:42:00,2011-08-23 05:08:00,814.0,1,82.61
2011-08-24,92,69.5,80.75,10.0,65,70.0,0509,1840,BR,0.0,29.02,29.7,8.2,27,10.7,15.75,2011-08-24 18:40:00,2011-08-24 05:09:00,811.0,0,58.81
2011-08-25,83,64.5,73.75,4.0,59,64.0,0510,1839, ,0.0,29.295,29.95,4.1,36,7.3,8.75,2011-08-25 18:39:00,2011-08-25 05:10:00,809.0,0,59.99
2011-08-26,83,60.0,71.5,1.0,58,63.0,0511,1837, ,0.0,29.29,29.98,1.9,26,3.3,6.5,2011-08-26 18:37:00,2011-08-26 05:11:00,806.0,0,62.45
2011-08-27,81,65.5,73.25,3.0,62,66.0,0512,1835, ,0.0,29.235,29.93,8.2,2,9.2,8.25,2011-08-27 18:35:00,2011-08-27 05:12:00,803.0,0,67.87
2011-08-28,77,61.0,69.0,-1.0,57,61.0,0513,1834, ,0.0,29.240000000000002,29.93,7.0,2,7.9,4.0,2011-08-28 18:34:00,2011-08-28 05:13:00,801.0,0,65.59
2011-08-29,79,60.0,69.5,-1.0,56,62.0,0514,1832, ,0.0,29.335,30.01,1.4,2,3.5,4.5,2011-08-29 18:32:00,2011-08-29 05:14:00,798.0,0,62.19
2011-08-30,76,62.5,69.25,-1.0,56,62.0,0515,1831,RA,0.04,29.354999999999997,30.03,5.3,15,6.3,4.25,2011-08-30 18:31:00,2011-08-30 05:15:00,796.0,1,62.73
2011-08-31,87,65.0,76.0,7.0,64,68.0,0516,1829,RA,0.0,29.259999999999998,29.95,5.4,17,8.3,11.0,2011-08-31 18:29:00,2011-08-31 05:16:00,793.0,1,66.41
2011-09-01,93,72.5,82.75,14.0,71,75.0,0517,1827, ,0.0,29.23,29.91,5.2,21,5.9,17.75,2011-09-01 18:27:00,2011-09-01 05:17:00,790.0,0,67.75
2011-09-02,92,77.5,84.75,16.0,69,74.0,0518,1826,HZ,0.0,29.21,29.89,4.9,22,7.4,19.75,2011-09-02 18:26:00,2011-09-02 05:18:00,788.0,0,59.33
2011-09-03,89,70.0,79.5,11.0,67,71.0,0519,1824,RA BR HZ,0.02,29.185000000000002,29.87,2.5,29,6.2,14.5,2011-09-03 18:24:00,2011-09-03 05:19:00,785.0,1,65.66
2011-09-04,73,59.0,66.0,-2.0,54,60.0,0520,1822, ,0.0,29.265,29.94,10.5,32,11.5,1.0,2011-09-04 18:22:00,2011-09-04 05:20:00,782.0,0,65.24
