,id,pid,ms_subclass,lot_frontage,lot_area,lot_shape,utilities,lot_config,land_slope,neighborhood,house_style,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,heating_qc,electrical,1st_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,screen_porch,mo_sold,sale_type,saleprice
913,2230,909475070,bin_01,0.0,32668,3,4,CulDSac,3,Crawfor,1Story,6,3,1957,1975,0,0.0,4,3,PConc,3.0,3.0,1.0,3.0,1219.0,1.0,0.0,816.0,3,5,2515,2515,1.0,3.0,0.0,4.0,2.0,3,9,4,2.0,3.0,Attchd,1975.0,2.0,484.0,3.0,3.0,2,0.0,0.0,200.0,0.0,3,WD ,200624
914,1688,528102120,bin_01,91.0,11825,4,4,Inside,3,NridgHt,1Story,8,5,2006,2007,Stone,302.0,4,3,PConc,5.0,3.0,2.0,1.0,0.0,1.0,0.0,1694.0,5,5,1694,1694,0.0,2.0,0.0,3.0,1.0,4,7,8,1.0,4.0,Attchd,2006.0,2.0,856.0,3.0,3.0,2,0.0,112.0,0.0,0.0,6,New,322400
915,880,907410130,bin_01,85.0,10200,4,4,Inside,3,CollgCr,1Story,8,5,2007,2007,BrkFace,180.0,4,3,PConc,4.0,3.0,3.0,6.0,1478.0,1.0,0.0,100.0,5,5,1602,1602,1.0,2.0,0.0,3.0,1.0,4,7,8,1.0,4.0,Attchd,2007.0,2.0,810.0,3.0,3.0,2,0.0,48.0,0.0,195.0,1,WD ,293200
916,1074,528186080,bin_07,63.0,8849,3,4,Inside,3,NridgHt,1Story,9,5,2005,2005,BrkFace,616.0,5,3,PConc,5.0,3.0,1.0,6.0,28.0,1.0,0.0,1656.0,5,5,1684,1684,0.0,2.0,0.0,2.0,1.0,5,6,8,1.0,5.0,Attchd,2005.0,2.0,564.0,3.0,3.0,2,495.0,72.0,0.0,0.0,7,WD ,266000
917,771,905103040,bin_03,70.0,11184,4,4,Inside,3,Sawyer,2Story,6,5,1978,1978,BrkFace,92.0,3,3,CBlock,3.0,3.0,1.0,2.0,226.0,3.0,500.0,192.0,4,5,918,1683,0.0,2.0,1.0,3.0,1.0,3,7,8,1.0,3.0,Attchd,1978.0,2.0,440.0,3.0,3.0,2,243.0,0.0,0.0,0.0,7,WD ,172500
918,724,902405100,bin_06,98.0,8820,4,4,Corner,3,OldTown,1.5Fin,5,6,1890,1996,None,0.0,3,3,BrkTil,3.0,3.0,1.0,2.0,1088.0,1.0,0.0,0.0,3,5,1188,1869,0.0,1.0,0.0,2.0,1.0,3,7,8,0.0,0.0,Detchd,1963.0,1.0,456.0,3.0,3.0,2,48.0,0.0,244.0,0.0,9,WD ,124900
919,730,903201020,bin_02,0.0,6615,4,4,Inside,3,BrkSide,1Story,6,6,1923,1950,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1022.0,3,4,1432,1432,0.0,1.0,0.0,3.0,1.0,4,6,8,1.0,4.0,BuiltIn,1923.0,1.0,216.0,2.0,3.0,2,266.0,61.0,0.0,0.0,9,WD ,149000
920,273,907414030,bin_01,65.0,8773,4,4,FR2,3,CollgCr,1Story,7,5,2004,2004,BrkFace,98.0,4,3,PConc,4.0,3.0,3.0,6.0,24.0,1.0,0.0,1390.0,5,5,1414,1414,0.0,2.0,0.0,3.0,1.0,4,6,8,0.0,0.0,Attchd,2004.0,2.0,494.0,3.0,3.0,2,132.0,105.0,0.0,0.0,5,WD ,185500
921,2793,907255010,bin_01,0.0,11088,4,4,Corner,3,CollgCr,1Story,8,5,2002,2002,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,872.0,1.0,0.0,476.0,5,5,1358,1358,1.0,1.0,1.0,1.0,1.0,4,5,8,1.0,3.0,Attchd,2002.0,1.0,418.0,3.0,3.0,2,68.0,166.0,0.0,0.0,6,WD ,220000
922,1789,528439050,bin_01,76.0,9158,4,4,Inside,3,Somerst,1Story,8,5,2007,2007,Stone,140.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1496.0,5,5,1496,1496,0.0,2.0,0.0,3.0,1.0,4,7,8,0.0,0.0,Attchd,2007.0,3.0,474.0,3.0,3.0,2,168.0,130.0,0.0,0.0,6,New,225000
923,1900,534430090,bin_01,57.0,8280,3,4,Inside,3,NAmes,1Story,6,5,1950,1950,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,932.0,5,4,932,932,0.0,1.0,0.0,2.0,1.0,4,4,8,1.0,4.0,Attchd,1950.0,1.0,306.0,3.0,3.0,2,0.0,0.0,214.0,0.0,11,WD ,124000
924,677,535450160,bin_06,60.0,8544,4,4,Corner,3,NAmes,1Story,3,4,1950,1950,None,0.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1040,1040,0.0,2.0,0.0,2.0,2.0,3,6,8,0.0,0.0,Detchd,1987.0,1.0,400.0,3.0,3.0,2,0.0,0.0,0.0,0.0,6,WD ,92900
925,747,903236040,bin_02,50.0,8635,4,4,Inside,3,BrkSide,1Story,5,5,1925,1950,None,0.0,3,2,BrkTil,3.0,3.0,1.0,2.0,134.0,1.0,0.0,938.0,3,5,1072,1072,1.0,1.0,0.0,2.0,1.0,3,5,8,0.0,0.0,Detchd,1982.0,1.0,1184.0,2.0,3.0,1,0.0,0.0,105.0,0.0,8,WD ,126500
926,1038,527425035,bin_01,0.0,12735,3,4,FR2,3,NAmes,1Story,4,5,1972,1972,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,600.0,1.0,0.0,264.0,3,5,864,864,0.0,1.0,0.0,3.0,1.0,3,5,8,0.0,0.0,Detchd,1980.0,1.0,576.0,3.0,3.0,2,216.0,0.0,0.0,0.0,4,COD,111250
927,1763,528326060,bin_03,0.0,11000,4,4,FR2,3,NoRidge,2Story,8,5,2000,2000,BrkFace,72.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,969.0,5,5,997,2285,0.0,2.0,1.0,4.0,1.0,4,8,8,1.0,3.0,BuiltIn,2000.0,3.0,648.0,3.0,3.0,2,0.0,56.0,0.0,0.0,6,WD ,248000
928,1283,535477090,bin_01,69.0,7590,4,4,Inside,3,NAmes,1Story,5,5,1963,1963,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1117.0,5,5,1117,1117,0.0,1.0,0.0,3.0,1.0,3,6,8,0.0,0.0,Attchd,1963.0,1.0,264.0,3.0,3.0,2,0.0,0.0,0.0,0.0,5,COD,136870
929,2803,907290160,bin_07,37.0,4435,4,4,Inside,3,CollgCr,1Story,6,5,2003,2003,BrkFace,170.0,4,3,PConc,4.0,3.0,3.0,6.0,717.0,1.0,0.0,131.0,5,5,848,848,1.0,1.0,0.0,1.0,1.0,4,4,8,0.0,0.0,Attchd,2003.0,3.0,420.0,3.0,3.0,2,140.0,0.0,0.0,0.0,4,WD ,133000
930,1927,535180030,bin_01,72.0,10152,4,4,Inside,3,NAmes,1Story,5,5,1956,1956,BrkFace,120.0,3,3,CBlock,3.0,3.0,1.0,4.0,586.0,1.0,0.0,462.0,3,5,1048,1048,1.0,1.0,0.0,3.0,1.0,3,6,8,0.0,0.0,Attchd,1956.0,1.0,286.0,3.0,3.0,2,0.0,20.0,0.0,192.0,6,WD ,135000
931,1036,527402130,bin_01,68.0,10295,4,4,FR2,3,NAmes,1Story,4,6,1969,1969,BrkFace,72.0,3,3,CBlock,4.0,3.0,2.0,3.0,252.0,1.0,0.0,684.0,3,5,936,936,0.0,1.0,0.0,2.0,1.0,3,4,8,0.0,0.0,Attchd,1969.0,1.0,288.0,3.0,3.0,2,16.0,0.0,0.0,0.0,9,COD,111900
932,1237,535151160,bin_01,70.0,7763,4,4,Inside,3,NAmes,1Story,5,7,1962,1980,None,0.0,3,4,CBlock,3.0,3.0,1.0,3.0,504.0,4.0,108.0,319.0,3,5,1283,1283,1.0,1.0,0.0,3.0,1.0,3,6,8,0.0,0.0,Detchd,1980.0,1.0,506.0,3.0,3.0,2,0.0,0.0,0.0,0.0,10,WD ,140000
933,1375,904101170,bin_06,80.0,17120,4,4,Inside,3,ClearCr,1.5Fin,4,4,1959,1959,None,0.0,3,3,CBlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,1120,1588,0.0,2.0,0.0,4.0,1.0,3,7,6,1.0,4.0,Detchd,1991.0,3.0,680.0,3.0,3.0,0,0.0,59.0,0.0,0.0,7,WD ,134432
934,1643,527256040,bin_01,81.0,13870,3,4,Inside,3,StoneBr,1Story,10,5,2006,2007,BrkFace,250.0,5,3,PConc,5.0,3.0,4.0,6.0,1152.0,1.0,0.0,590.0,5,5,2042,2042,1.0,2.0,0.0,3.0,1.0,5,8,8,1.0,4.0,Attchd,2007.0,3.0,724.0,3.0,3.0,2,240.0,52.0,0.0,174.0,10,New,455000
935,2453,528365090,bin_03,92.0,10120,4,4,Inside,3,NoRidge,2Story,8,5,1994,1994,BrkFace,391.0,4,3,PConc,4.0,3.0,1.0,6.0,740.0,1.0,0.0,425.0,5,5,1203,2526,1.0,2.0,1.0,4.0,1.0,4,8,8,1.0,3.0,Attchd,1994.0,2.0,844.0,3.0,3.0,2,309.0,78.0,0.0,0.0,12,WD ,290000
936,2129,907187040,bin_03,47.0,10820,2,4,CulDSac,3,CollgCr,2Story,7,5,1999,1999,None,0.0,4,3,PConc,4.0,3.0,4.0,6.0,342.0,1.0,0.0,646.0,5,5,988,1873,0.0,2.0,1.0,3.0,1.0,4,7,8,1.0,3.0,Attchd,1999.0,2.0,597.0,3.0,3.0,2,202.0,123.0,0.0,0.0,3,WD ,235500
937,2640,902104020,bin_06,60.0,9600,4,4,Inside,3,OldTown,1.5Fin,6,8,1900,2004,None,0.0,3,3,BrkTil,3.0,3.0,1.0,3.0,381.0,1.0,0.0,399.0,5,5,940,1416,0.0,1.0,0.0,3.0,1.0,4,7,8,0.0,0.0,Detchd,1956.0,1.0,400.0,3.0,3.0,2,0.0,24.0,0.0,0.0,6,WD ,156500
938,2437,528275060,bin_03,0.0,8121,3,4,Inside,3,Gilbert,2Story,6,5,2000,2000,None,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,953.0,5,5,953,1664,0.0,2.0,1.0,3.0,1.0,3,7,8,1.0,3.0,Attchd,2000.0,2.0,460.0,3.0,3.0,2,100.0,40.0,0.0,0.0,1,WD ,172400
939,1123,528462040,bin_01,95.0,11639,4,4,Corner,3,Somerst,1Story,7,5,2007,2008,0,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1428.0,5,5,1428,1428,0.0,2.0,0.0,3.0,1.0,4,6,8,0.0,0.0,Attchd,2007.0,3.0,480.0,3.0,3.0,2,0.0,120.0,0.0,0.0,12,New,182000
940,2398,528150080,bin_01,121.0,13758,3,4,Inside,3,NridgHt,1Story,9,5,2005,2006,BrkFace,430.0,5,3,PConc,5.0,3.0,4.0,6.0,1232.0,1.0,0.0,560.0,5,5,1792,1792,1.0,2.0,0.0,2.0,1.0,4,6,8,1.0,4.0,Attchd,2005.0,2.0,925.0,3.0,3.0,2,204.0,49.0,0.0,0.0,3,New,372397
941,1420,906204280,bin_03,0.0,9771,1,4,Corner,3,SawyerW,2Story,6,5,1995,2002,BrkFace,190.0,4,3,PConc,4.0,3.0,1.0,2.0,779.0,1.0,0.0,298.0,5,5,1093,2814,0.0,2.0,1.0,4.0,1.0,4,9,8,1.0,3.0,BuiltIn,1995.0,3.0,614.0,3.0,3.0,2,48.0,32.0,0.0,216.0,6,WD ,260000
942,2693,903454020,bin_02,50.0,9000,4,4,Inside,3,IDOTRR,1Story,5,4,1919,1950,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,610.0,5,4,819,819,0.0,1.0,0.0,2.0,1.0,4,4,8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9,WD ,72000
943,1370,903481100,bin_08,60.0,10320,4,4,Inside,3,IDOTRR,2Story,3,3,1915,1950,None,0.0,2,2,PConc,3.0,2.0,1.0,1.0,0.0,1.0,0.0,536.0,5,3,808,1344,0.0,2.0,0.0,3.0,2.0,3,8,8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,42.0,0.0,204.0,0.0,5,WD ,82375
944,392,527378140,bin_05,0.0,10448,3,4,Corner,3,NWAmes,SLvl,6,6,1972,1972,BrkFace,333.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,689.0,3,5,1378,2119,0.0,2.0,1.0,3.0,1.0,3,7,8,1.0,3.0,Attchd,1972.0,2.0,583.0,3.0,3.0,2,0.0,104.0,0.0,0.0,8,COD,158000
945,1351,903236010,bin_06,50.0,8635,4,4,Inside,3,BrkSide,1.5Fin,5,5,1948,2001,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,336.0,6.0,41.0,295.0,3,5,1072,1285,1.0,1.0,0.0,2.0,1.0,3,6,7,0.0,0.0,Detchd,1948.0,1.0,240.0,3.0,3.0,2,0.0,0.0,0.0,0.0,1,WD ,127000
946,246,906201120,bin_01,83.0,11980,4,4,Inside,2,SawyerW,1Story,7,5,1987,1987,BrkFace,177.0,4,3,CBlock,4.0,3.0,4.0,6.0,1433.0,1.0,0.0,0.0,5,5,1433,1433,1.0,1.0,1.0,1.0,1.0,4,4,8,2.0,3.0,Attchd,1987.0,2.0,528.0,4.0,4.0,2,0.0,278.0,0.0,266.0,6,WD ,270000
947,802,906201130,bin_06,79.0,12327,3,4,Inside,2,SawyerW,1.5Fin,8,8,1983,2009,None,0.0,4,3,CBlock,4.0,3.0,4.0,6.0,1441.0,1.0,0.0,55.0,5,5,1496,2132,1.0,1.0,1.0,1.0,1.0,4,5,6,1.0,4.0,BuiltIn,1983.0,3.0,612.0,4.0,3.0,2,349.0,40.0,0.0,0.0,9,WD ,316600
948,1404,905402090,bin_05,124.0,11512,3,4,Corner,3,Edwards,SLvl,6,7,1959,2006,BrkFace,84.0,3,3,CBlock,3.0,3.0,3.0,5.0,719.0,1.0,0.0,300.0,4,5,1357,1357,1.0,1.0,0.0,2.0,1.0,5,5,8,1.0,4.0,Basment,1959.0,2.0,312.0,3.0,3.0,2,0.0,0.0,0.0,163.0,5,WD ,177000
949,803,906203120,bin_01,90.0,14684,3,4,CulDSac,3,SawyerW,1Story,7,7,1990,1991,BrkFace,234.0,4,3,CBlock,4.0,3.0,2.0,5.0,485.0,4.0,177.0,1496.0,4,5,2196,2196,0.0,2.0,0.0,3.0,1.0,4,7,8,1.0,3.0,Attchd,1990.0,2.0,701.0,3.0,3.0,2,84.0,70.0,0.0,0.0,6,WD ,271900
950,1595,923225150,bin_09,0.0,2665,4,4,Inside,3,MeadowV,2Story,5,6,1976,1976,None,0.0,3,3,PConc,4.0,3.0,2.0,1.0,0.0,1.0,0.0,264.0,3,5,616,1304,0.0,1.0,1.0,3.0,1.0,3,4,8,1.0,4.0,BuiltIn,1976.0,3.0,336.0,3.0,3.0,2,141.0,24.0,0.0,0.0,6,WD ,115000
951,1319,902330010,bin_04,50.0,5250,4,4,Inside,3,OldTown,2Story,8,5,1872,1987,None,0.0,3,4,BrkTil,3.0,2.0,1.0,2.0,259.0,1.0,0.0,425.0,2,5,938,2358,0.0,2.0,0.0,4.0,1.0,3,8,8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,0.0,54.0,20.0,0.0,12,WD ,122000
952,2231,909475230,bin_01,70.0,18044,3,4,CulDSac,3,Crawfor,1Story,8,5,1986,1986,None,0.0,4,3,CBlock,4.0,3.0,1.0,1.0,0.0,1.0,0.0,279.0,4,5,2726,2726,0.0,2.0,1.0,2.0,1.0,4,6,8,1.0,4.0,Attchd,1986.0,3.0,691.0,4.0,4.0,2,216.0,64.0,169.0,0.0,8,WD ,315000
953,2162,907410050,bin_03,79.0,9245,3,4,Inside,3,CollgCr,2Story,7,5,2006,2006,None,0.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,939.0,5,5,939,1797,0.0,2.0,1.0,3.0,1.0,4,8,8,0.0,0.0,Attchd,2006.0,2.0,639.0,3.0,3.0,2,144.0,53.0,0.0,0.0,4,WD ,213500
954,2622,535451190,bin_01,60.0,7200,4,4,Inside,3,NAmes,1Story,5,7,1950,1950,None,0.0,3,3,CBlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1040,1040,0.0,1.0,0.0,2.0,1.0,3,5,8,0.0,0.0,Detchd,1950.0,1.0,625.0,3.0,3.0,2,0.0,0.0,0.0,0.0,6,WD ,109500
955,1300,902201120,bin_01,50.0,6000,4,4,Inside,3,OldTown,1Story,5,5,1948,1950,None,0.0,3,3,CBlock,3.0,3.0,1.0,5.0,104.0,4.0,169.0,516.0,5,5,789,789,0.0,1.0,0.0,2.0,1.0,3,5,8,0.0,0.0,Detchd,1948.0,1.0,250.0,3.0,3.0,2,0.0,0.0,0.0,0.0,4,WD ,115000
956,2505,533206040,bin_07,34.0,3628,4,4,Inside,3,Somerst,1Story,7,5,2004,2004,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1143.0,5,5,1143,1143,0.0,1.0,1.0,1.0,1.0,4,5,8,1.0,4.0,Attchd,2004.0,2.0,588.0,3.0,3.0,2,0.0,191.0,0.0,0.0,5,WD ,176400
957,582,534127170,bin_01,0.0,9156,3,4,Inside,3,NWAmes,1Story,6,7,1968,1968,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1489.0,4,5,1489,1489,0.0,2.0,0.0,3.0,1.0,4,7,8,1.0,4.0,Attchd,1968.0,2.0,462.0,3.0,3.0,2,0.0,0.0,0.0,0.0,8,WD ,185750
958,1458,907254020,bin_03,73.0,9066,3,4,Inside,3,CollgCr,2Story,8,5,1999,2000,BrkFace,320.0,4,3,PConc,4.0,3.0,2.0,6.0,668.0,1.0,0.0,336.0,5,5,1004,1852,0.0,2.0,1.0,3.0,1.0,4,7,8,2.0,3.0,Attchd,1999.0,3.0,660.0,3.0,3.0,2,224.0,106.0,0.0,0.0,12,WD ,230000
959,281,908203100,bin_01,64.0,6410,4,4,Inside,3,Edwards,1Story,4,5,1958,1958,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,960.0,5,5,960,960,0.0,1.0,0.0,3.0,1.0,3,5,8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,5,WD ,90000
961,2298,923230180,bin_05,54.0,7244,4,4,Inside,3,Mitchel,SFoyer,5,7,1970,1970,None,0.0,3,4,CBlock,4.0,3.0,3.0,5.0,619.0,1.0,0.0,149.0,5,5,768,768,1.0,1.0,0.0,2.0,1.0,3,5,8,0.0,0.0,Detchd,1987.0,1.0,624.0,3.0,3.0,2,104.0,0.0,0.0,0.0,4,WD ,129500
962,2580,535180020,bin_01,72.0,10152,4,4,Inside,3,NAmes,1Story,6,6,1956,1994,None,0.0,3,3,CBlock,3.0,3.0,3.0,4.0,914.0,1.0,0.0,210.0,5,5,1124,1124,1.0,1.0,0.0,3.0,1.0,3,6,8,1.0,3.0,Attchd,1956.0,3.0,353.0,3.0,3.0,2,0.0,211.0,180.0,142.0,5,WD ,153000
963,568,533210020,bin_09,30.0,3000,4,4,Inside,3,Somerst,2Story,6,5,2009,2009,Stone,76.0,4,3,PConc,4.0,3.0,3.0,6.0,294.0,1.0,0.0,318.0,5,5,612,1224,0.0,2.0,1.0,2.0,1.0,4,4,8,0.0,0.0,Detchd,2009.0,2.0,528.0,3.0,3.0,2,0.0,234.0,0.0,0.0,6,New,173733
964,1807,531363020,bin_01,63.0,7500,4,4,Inside,3,SawyerW,1Story,6,5,2006,2007,None,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1100.0,5,5,1100,1100,0.0,1.0,1.0,3.0,1.0,3,6,8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,0.0,136.0,0.0,0.0,6,New,146000
965,129,534431070,bin_06,120.0,17360,4,4,Corner,3,NAmes,1.5Fin,6,6,1949,1950,Stone,340.0,3,4,CBlock,3.0,3.0,1.0,3.0,300.0,1.0,0.0,482.0,3,5,1019,1556,0.0,2.0,0.0,3.0,1.0,3,6,8,1.0,4.0,Attchd,1949.0,1.0,470.0,3.0,3.0,2,0.0,0.0,150.0,0.0,1,WD ,172500
966,2294,923229100,bin_05,0.0,15957,3,4,Corner,2,Mitchel,SLvl,6,6,1977,1977,None,0.0,3,3,PConc,4.0,3.0,4.0,6.0,1148.0,1.0,0.0,96.0,3,5,1356,1356,2.0,2.0,0.0,3.0,1.0,3,6,8,1.0,3.0,Attchd,1977.0,3.0,528.0,3.0,3.0,2,1424.0,0.0,0.0,0.0,9,WD ,188000
967,1860,533254130,bin_01,80.0,9600,4,4,FR2,3,Veenker,1Story,6,8,1976,1976,None,0.0,3,3,CBlock,4.0,3.0,4.0,5.0,978.0,1.0,0.0,284.0,5,5,1262,1262,0.0,2.0,0.0,3.0,1.0,3,6,8,1.0,3.0,Attchd,1976.0,2.0,460.0,3.0,3.0,2,298.0,0.0,0.0,0.0,5,WD ,181500
968,839,907131090,bin_03,43.0,10667,2,4,CulDSac,3,CollgCr,2Story,7,6,1996,1996,None,0.0,4,3,PConc,4.0,3.0,3.0,6.0,385.0,5.0,344.0,70.0,5,5,827,1661,1.0,2.0,1.0,3.0,1.0,4,6,8,1.0,3.0,Attchd,1996.0,2.0,550.0,3.0,3.0,2,158.0,61.0,0.0,0.0,4,ConLw,212000
969,2349,527355060,bin_03,81.0,10530,4,4,Inside,3,NWAmes,2Story,7,5,1978,1978,BrkFace,68.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,945.0,3,5,945,1857,0.0,2.0,1.0,4.0,1.0,3,8,8,1.0,3.0,Attchd,1978.0,2.0,482.0,3.0,3.0,2,400.0,105.0,0.0,0.0,7,WD ,188900
970,1903,534450110,bin_01,50.0,5000,4,4,Inside,3,BrkSide,1Story,3,3,1946,1950,None,0.0,2,2,CBlock,2.0,2.0,1.0,2.0,299.0,1.0,0.0,367.0,2,5,666,666,0.0,1.0,0.0,2.0,1.0,4,4,8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,52.0,0.0,0.0,4,WD ,64500
971,234,905352140,bin_03,0.0,17082,3,4,CulDSac,2,ClearCr,2Story,6,5,1978,1992,BrkFace,288.0,3,3,PConc,4.0,3.0,3.0,5.0,964.0,1.0,0.0,153.0,5,5,1117,1981,1.0,2.0,1.0,4.0,1.0,4,8,8,1.0,3.0,Attchd,1978.0,3.0,522.0,3.0,3.0,2,336.0,104.0,0.0,0.0,5,WD ,230000
972,2172,908127060,bin_06,74.0,16287,4,4,Inside,3,Edwards,1.5Fin,5,6,1925,1950,None,0.0,3,4,CBlock,3.0,3.0,1.0,5.0,130.0,4.0,105.0,666.0,3,5,901,1351,1.0,1.0,0.0,3.0,1.0,3,7,8,1.0,4.0,Detchd,1975.0,1.0,576.0,3.0,3.0,0,0.0,0.0,43.0,100.0,7,WD ,122000
973,2588,535325340,bin_01,65.0,11050,4,4,Inside,3,NAmes,1Story,5,5,1956,1956,None,0.0,3,3,CBlock,3.0,3.0,1.0,2.0,488.0,1.0,0.0,517.0,5,5,1005,1005,0.0,1.0,0.0,2.0,1.0,3,6,8,1.0,3.0,Attchd,1956.0,1.0,319.0,3.0,3.0,2,0.0,0.0,0.0,288.0,7,WD ,133500
974,1289,902105020,bin_06,60.0,10440,4,4,Corner,3,OldTown,1.5Fin,6,7,1920,1950,None,0.0,4,4,BrkTil,4.0,3.0,1.0,2.0,493.0,1.0,0.0,1017.0,5,5,1584,2792,0.0,2.0,0.0,5.0,1.0,3,8,5,2.0,3.0,Detchd,1920.0,1.0,520.0,2.0,3.0,2,0.0,547.0,0.0,480.0,6,WD ,256000
975,1596,923225200,bin_09,41.0,2665,4,4,Inside,3,MeadowV,2Story,5,7,1976,1976,None,0.0,3,3,PConc,4.0,3.0,1.0,5.0,318.0,1.0,0.0,232.0,3,5,925,1475,0.0,2.0,0.0,4.0,1.0,3,6,8,1.0,3.0,Attchd,1976.0,1.0,336.0,3.0,3.0,2,92.0,26.0,0.0,0.0,5,WD ,129500
976,264,907250030,bin_01,80.0,10389,4,4,Inside,3,CollgCr,1Story,8,5,2003,2003,BrkFace,320.0,4,3,PConc,4.0,3.0,1.0,6.0,1682.0,1.0,0.0,296.0,5,5,1978,1978,1.0,2.0,1.0,3.0,1.0,4,8,8,1.0,4.0,Attchd,2003.0,2.0,850.0,3.0,3.0,2,188.0,25.0,0.0,0.0,5,WD ,318000
977,451,528172060,bin_01,70.0,9658,3,4,Inside,3,NridgHt,1Story,8,5,2006,2006,Stone,383.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1598.0,4,5,1606,1606,0.0,2.0,0.0,3.0,1.0,4,6,8,1.0,4.0,Attchd,2006.0,2.0,871.0,3.0,3.0,2,230.0,60.0,0.0,0.0,7,WD ,255900
978,536,531363050,bin_01,63.0,7500,4,4,Inside,3,SawyerW,1Story,6,5,2004,2004,None,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1158.0,5,5,1158,1158,0.0,1.0,1.0,3.0,1.0,4,5,8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,0.0,50.0,0.0,0.0,8,WD ,143500
979,43,528138020,bin_01,79.0,14122,3,4,Inside,3,NridgHt,1Story,8,5,2005,2006,BrkFace,240.0,4,3,PConc,5.0,3.0,1.0,6.0,28.0,1.0,0.0,1794.0,5,5,1822,1822,0.0,2.0,0.0,3.0,1.0,5,8,8,1.0,4.0,Attchd,2005.0,2.0,678.0,3.0,3.0,2,0.0,119.0,0.0,0.0,2,WD ,259000
980,2223,909428120,bin_01,0.0,21000,4,4,Corner,3,Crawfor,1Story,6,5,1953,1953,BrkFace,184.0,3,4,CBlock,4.0,3.0,2.0,5.0,35.0,3.0,869.0,905.0,3,5,2259,2259,1.0,2.0,0.0,3.0,1.0,4,7,8,2.0,4.0,Basment,1953.0,1.0,450.0,3.0,3.0,2,166.0,120.0,192.0,0.0,10,COD,217000
981,2009,903206170,bin_06,70.0,8737,3,4,Inside,3,BrkSide,1.5Fin,6,7,1923,1950,None,0.0,3,3,BrkTil,4.0,3.0,1.0,3.0,300.0,1.0,0.0,765.0,5,4,915,1635,0.0,1.0,1.0,3.0,1.0,3,6,8,1.0,4.0,Detchd,1950.0,1.0,440.0,3.0,3.0,2,0.0,38.0,0.0,0.0,5,WD ,210000
982,394,527402220,bin_01,0.0,8750,3,4,Inside,3,NAmes,1Story,5,6,1970,1970,BrkFace,76.0,3,3,CBlock,3.0,3.0,1.0,4.0,828.0,1.0,0.0,174.0,3,5,1002,1002,1.0,1.0,0.0,3.0,1.0,3,5,8,0.0,0.0,Detchd,1973.0,1.0,902.0,3.0,3.0,2,0.0,0.0,0.0,0.0,8,WD ,148500
