Trap,Latitude,Longitude,Tavg,Depart,DewPoint,WetBulb,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Heat/Cool,SunHours,isRainy,Humidity,Year,Month,Week,DewPoint_Roll22Lag1,WetBulb_Roll16Lag7,AvgSpeed_Roll22Lag5,Humidity_Roll16Lag1,isRainy_Roll6Lag21,PrecipTotal_Roll1Lag5,ResultSpeed_Roll23Lag5,Heat/Cool_Roll12Lag12,Tavg_Roll12Lag12,Precip_X_DewPointRL,Precip_X_WetBulbRL,Precip_X_TavgRL,Precip_X_ResultDir,Precip_X_Latitude,Precip_X_Longitude,Species_1.0,Species_2.0,Species_3.0
T151,41.916265,-87.800515,84.5,10.0,70,75.0,433,1923,0.58,29.135,29.83,13.3,25,14.0,19.5,890.0,1,61.88,2013,7,29,62.95454545454545,65.3125,8.245454545454542,67.36437499999985,0.6666666666666666,0.0,7.052173913043476,6.791666666666667,71.79166666666667,36.51363636363636,37.881249999999994,41.63916666666667,14.499999999999998,24.3114337,-50.9242987,1,0,0
T148,42.01743,-87.68776899999997,63.75,-10.0,51,56.0,431,1925,0.0,29.18,29.87,10.6,30,10.8,-1.25,894.0,0,63.19,2009,7,29,56.27272727272727,62.79166666666667,6.818181818181818,61.33250000000003,0.3333333333333333,0.0,5.452173913043483,7.104166666666667,72.10416666666667,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T147,41.932094,-87.700117,69.25,-5.0,54,61.0,438,1918,0.0,29.36,30.05,4.1,23,5.1,4.25,880.0,0,58.33,2013,7,30,64.5,69.375,7.995454545454543,63.63499999999986,0.16666666666666666,0.05999999999999772,7.317391304347827,8.375,73.375,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T073,41.773215,-87.60088,71.5,1.0,58,63.0,511,1837,0.0,29.29,29.98,1.9,26,3.3,6.5,806.0,0,62.45,2011,8,34,61.90909090909091,66.25,6.449999999999997,65.12687499999987,0.16666666666666666,0.0,5.01304347826087,8.979166666666666,73.97916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T206,41.737052,-87.54306700000002,73.0,-1.0,63,66.0,433,1923,0.16,29.235,29.9,7.0,1,11.9,8.0,890.0,1,70.89,2007,7,29,58.45454545454545,64.0625,8.8,58.65187500000002,0.5,2.220446049250313e-16,7.060869565217394,8.041666666666666,73.04166666666667,9.352727272727273,10.25,11.686666666666667,0.16,6.6779283199999995,-14.006890720000003,0,1,0
T114,41.798697,-87.736812,84.5,10.0,70,75.0,433,1923,0.58,29.135,29.83,13.3,25,14.0,19.5,890.0,1,61.88,2013,7,29,62.95454545454545,65.3125,8.245454545454542,67.36437499999985,0.6666666666666666,0.0,7.052173913043476,6.791666666666667,71.79166666666667,36.51363636363636,37.881249999999994,41.63916666666667,14.499999999999998,24.243244259999997,-50.88735096,1,0,0
T033,41.906638,-87.701431,78.0,7.0,70,72.0,505,1845,0.0,29.235,29.91,3.8,18,6.0,13.0,820.0,0,76.46,2007,8,34,64.04545454545455,69.875,6.463636363636365,72.998125,0.3333333333333333,2.7755575615628914e-17,4.456521739130437,13.833333333333334,78.83333333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T039,41.911824,-87.726737,58.25,-5.0,51,54.0,421,1916,0.0,29.085,29.76,6.8,30,8.1,-6.75,895.0,0,76.79,2009,5,22,45.0,51.625,9.48181818181818,55.08125000000006,0.3333333333333333,0.0,7.695652173913046,-6.083333333333333,58.916666666666664,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T086,41.688324,-87.676709,63.0,-8.0,55,59.0,419,1931,0.0,29.44,30.13,7.6,2,8.3,-2.0,912.0,0,75.13,2007,6,26,57.09090909090909,62.875,9.213636363636365,58.29187500000001,0.6666666666666666,1.1102230246251565e-16,7.404347826086959,8.770833333333334,73.77083333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T114,41.798697,-87.736812,72.25,7.0,59,64.0,528,1809,0.0,29.31,29.98,7.0,35,9.4,7.25,761.0,1,63.1,2013,9,37,63.31818181818182,67.5,7.418181818181813,64.76062499999982,0.3333333333333333,0.009999999999997669,6.0695652173913,12.75,77.75,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T049,41.896282,-87.655232,69.75,-3.0,51,59.0,426,1928,0.0,29.255000000000006,29.93,8.8,30,10.9,4.75,902.0,0,51.35,2007,7,28,58.77272727272727,62.8125,8.354545454545457,60.70687500000001,0.5,1.3877787807814457e-16,6.652173913043479,7.416666666666667,72.41666666666667,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T074,41.822536,-87.66634300000003,62.0,-3.0,52,56.0,533,1758,0.0,29.48,30.18,3.4,5,4.2,-3.0,745.0,0,69.73,2009,9,38,55.95454545454545,59.5625,6.590909090909093,66.35999999999991,0.3333333333333333,0.0,5.682608695652176,-1.0,64.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T159,41.732984,-87.649642,62.0,-3.0,52,56.0,533,1758,0.0,29.48,30.18,3.4,5,4.2,-3.0,745.0,0,69.73,2009,9,38,55.95454545454545,59.5625,6.590909090909093,66.35999999999991,0.3333333333333333,0.0,5.682608695652176,-1.0,64.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T011,41.944869,-87.832763,61.75,-6.0,49,55.0,416,1927,0.0,29.27,29.95,4.4,7,5.8,-3.25,911.0,1,62.94,2009,6,24,48.18181818181818,53.5,8.81363636363636,64.78062500000006,0.0,0.039999999999998495,6.817391304347827,-0.625,64.375,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T128,41.704572,-87.56566600000002,71.5,-1.0,64,67.0,500,1852,0.0,29.305,29.97,3.6,1,5.7,6.5,832.0,0,77.24,2007,8,33,64.68181818181819,69.25,6.222727272727273,66.11874999999999,0.16666666666666666,5.551115123125783e-17,4.556521739130437,11.875,76.875,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T027,41.98480900000001,-87.728492,78.0,7.0,70,72.0,505,1845,0.0,29.235,29.91,3.8,18,6.0,13.0,820.0,0,76.46,2007,8,34,64.04545454545455,69.875,6.463636363636365,72.998125,0.3333333333333333,2.7755575615628914e-17,4.456521739130437,13.833333333333334,78.83333333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T115,41.673408,-87.599862,76.25,5.0,63,68.0,503,1848,0.0,29.205,29.89,3.3,14,5.2,11.25,825.0,0,63.59,2011,8,33,64.13636363636364,69.625,6.899999999999998,67.3531249999999,0.5,0.0,5.008695652173913,14.479166666666666,79.47916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T046,41.891118,-87.65449100000002,73.75,1.0,54,62.0,423,1930,0.0,29.17,29.86,7.5,31,7.8,8.75,907.0,0,50.08,2009,7,28,59.13636363636363,66.41666666666667,7.799999999999997,62.31875000000001,0.6666666666666666,0.0,6.339130434782611,7.9375,72.9375,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T900,41.974689,-87.890615,75.5,2.0,62,67.0,419,1931,0.0,29.31,30.0,8.2,17,9.4,10.5,912.0,0,62.94,2011,6,26,57.36363636363637,61.75,8.931818181818178,68.44687499999992,0.5,0.0,7.443478260869569,2.6041666666666665,67.60416666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T148,42.01743,-87.68776899999997,76.25,12.0,58,65.0,535,1756,0.0,29.375,30.06,12.9,19,13.1,11.25,741.0,0,53.24,2007,9,38,54.27272727272727,64.125,8.013636363636364,58.87750000000003,0.5,0.0,6.413043478260869,8.645833333333334,73.64583333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T061,41.801179,-87.679447,75.75,4.0,67,70.0,459,1854,0.23,29.200000000000006,29.89,3.4,7,5.8,10.75,835.0,1,74.32,2007,8,33,64.27272727272727,68.6875,6.459090909090909,64.46,0.0,5.551115123125783e-17,4.721739130434784,11.770833333333334,76.77083333333333,14.782727272727271,15.798125,17.657291666666666,1.61,9.61427117,-20.16627281,0,0,1
T218,41.948167,-87.730698,69.75,-4.0,59,63.0,451,1904,0.33,29.385,30.09,7.3,15,7.8,4.75,853.0,1,68.69,2009,8,32,56.18181818181818,61.75,7.954545454545454,59.077499999999986,0.0,0.0,6.513043478260874,5.0,70.0,18.54,20.3775,23.1,4.95,13.84289511,-28.951130340000002,0,0,1
T103,41.702724,-87.536497,75.75,4.0,67,70.0,459,1854,0.23,29.200000000000006,29.89,3.4,7,5.8,10.75,835.0,1,74.32,2007,8,33,64.27272727272727,68.6875,6.459090909090909,64.46,0.0,5.551115123125783e-17,4.721739130434784,11.770833333333334,76.77083333333333,14.782727272727271,15.798125,17.657291666666666,1.61,9.591626520000002,-20.13339431,0,0,1
T155,41.776156,-87.778927,54.5,-10.0,46,50.0,419,1920,0.12,29.39,30.09,7.4,3,8.0,-10.5,901.0,1,72.94,2009,6,23,45.04545454545455,51.9375,9.895454545454545,54.13437500000006,0.3333333333333333,0.0,7.934782608695655,-5.708333333333333,59.291666666666664,5.405454545454545,6.2325,7.114999999999999,0.36,5.01313872,-10.533471239999999,1,0,0
T200,41.678618,-87.559308,58.25,-5.0,51,54.0,421,1916,0.0,29.085,29.76,6.8,30,8.1,-6.75,895.0,0,76.79,2009,5,22,45.0,51.625,9.48181818181818,55.08125000000006,0.3333333333333333,0.0,7.695652173913046,-6.083333333333333,58.916666666666664,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T096,41.731922,-87.677512,69.75,-3.0,51,59.0,426,1928,0.0,29.255000000000006,29.93,8.8,30,10.9,4.75,902.0,0,51.35,2007,7,28,58.77272727272727,62.8125,8.354545454545457,60.70687500000001,0.5,1.3877787807814457e-16,6.652173913043479,7.416666666666667,72.41666666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T031,41.801498,-87.763416,60.5,-6.0,45,52.0,417,1924,0.0,29.23,29.92,9.5,3,9.9,-4.5,907.0,0,56.59,2013,6,23,52.77272727272727,58.625,9.345454545454537,72.70437499999983,0.0,0.009999999999997788,7.769565217391302,-1.2708333333333333,63.729166666666664,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T012,41.991429,-87.747113,67.25,-6.0,50,58.0,420,1931,0.0,29.52,30.22,5.9,14,8.1,2.25,911.0,0,53.92,2007,7,27,56.68181818181818,63.4375,9.154545454545458,60.98687500000001,0.16666666666666666,0.1500000000000001,7.317391304347829,10.041666666666666,75.04166666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,0
T002,41.95469,-87.800991,61.75,-6.0,49,55.0,416,1927,0.0,29.27,29.95,4.4,7,5.8,-3.25,911.0,1,62.94,2009,6,24,48.18181818181818,53.5,8.81363636363636,64.78062500000006,0.0,0.039999999999998495,6.817391304347827,-0.625,64.375,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T063,41.82561,-87.726549,71.25,7.0,55,61.0,530,1805,0.0,29.37,30.07,0.1,33,2.1,6.25,755.0,0,56.51,2009,9,38,56.04545454545455,59.0,7.259090909090909,66.71687499999992,0.5,0.0,6.139130434782611,-1.2083333333333333,63.791666666666664,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T099,41.733643,-87.55551,72.5,-1.0,56,62.0,452,1903,0.0,29.295,29.98,8.6,5,9.3,7.5,851.0,0,56.17,2013,8,32,60.90909090909091,65.0625,7.67727272727272,68.78124999999983,0.0,0.0,6.095652173913044,11.020833333333334,76.02083333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T030,41.89923,-87.716788,75.0,10.0,59,65.0,528,1809,0.0,29.21,29.91,10.5,23,10.9,10.0,761.0,0,57.53,2011,9,37,58.5,65.0,7.5181818181818185,64.9231249999999,0.3333333333333333,0.0,5.765217391304348,7.375,72.375,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T096,41.731922,-87.677512,75.25,12.0,59,65.0,536,1755,0.0,29.44,30.11,5.0,26,9.7,10.25,739.0,0,57.05,2007,9,38,54.18181818181818,63.1875,8.090909090909092,58.656250000000036,0.3333333333333333,0.0,6.708695652173913,9.270833333333334,74.27083333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T077,41.778748,-87.586427,72.75,2.0,67,69.0,506,1843,0.23,29.39,30.05,1.5,23,7.0,7.75,817.0,1,82.18,2013,8,34,58.90909090909091,63.85416666666666,7.122727272727267,63.62062499999983,0.5,0.0,5.430434782608694,6.645833333333333,71.64583333333333,13.549090909090909,14.686458333333333,16.478541666666665,5.29,9.609112040000001,-20.14487821,0,0,1
T218,41.948167,-87.730698,79.75,18.0,63,68.0,541,1746,0.0,29.305,29.99,11.4,19,11.9,14.75,725.0,0,56.66,2007,9,39,53.18181818181818,58.9375,8.69090909090909,56.35500000000005,0.0,0.0,7.113043478260869,6.333333333333333,71.33333333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T102,41.750498,-87.605294,79.75,9.0,71,73.0,506,1843,0.37,29.26,29.94,5.3,21,9.5,14.75,817.0,1,74.69,2007,8,34,64.72727272727273,70.25,6.345454545454547,72.79125,0.16666666666666666,2.7755575615628914e-17,4.460869565217394,14.145833333333334,79.14583333333333,23.949090909090913,25.9925,29.28395833333333,7.77,15.447684259999999,-32.41395878,0,0,1
T090,41.868077,-87.666901,54.5,-10.0,46,50.0,419,1920,0.12,29.39,30.09,7.4,3,8.0,-10.5,901.0,1,72.94,2009,6,23,45.04545454545455,51.9375,9.895454545454545,54.13437500000006,0.3333333333333333,0.0,7.934782608695655,-5.708333333333333,59.291666666666664,5.405454545454545,6.2325,7.114999999999999,0.36,5.02416924,-10.52002812,1,0,0
T151,41.916265,-87.800515,51.5,-8.0,41,47.0,547,1735,0.09,29.345,30.01,14.6,34,15.0,-13.5,708.0,1,67.25,2011,9,39,51.13636363636363,55.875,8.304545454545456,72.91187499999991,0.3333333333333333,0.07999999999999796,6.999999999999999,-2.4166666666666665,62.583333333333336,4.602272727272727,5.02875,5.6325,3.06,3.7724638500000003,-7.90204635,1,0,0
T051,41.846283,-87.656913,79.75,18.0,63,68.0,541,1746,0.0,29.305,29.99,11.4,19,11.9,14.75,725.0,0,56.66,2007,9,39,53.18181818181818,58.9375,8.69090909090909,56.35500000000005,0.0,0.0,7.113043478260869,6.333333333333333,71.33333333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T141,41.961743,-87.76007,80.5,8.0,62,69.0,445,1911,0.0,29.315,30.0,3.5,9,4.1,15.5,866.0,0,53.37,2007,8,31,58.68181818181818,63.25,8.113636363636363,62.69000000000001,0.3333333333333333,0.16999999999999993,6.052173913043479,8.479166666666666,73.47916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T107,41.729669,-87.582699,75.75,4.0,67,70.0,459,1854,0.23,29.200000000000006,29.89,3.4,7,5.8,10.75,835.0,1,74.32,2007,8,33,64.27272727272727,68.6875,6.459090909090909,64.46,0.0,5.551115123125783e-17,4.721739130434784,11.770833333333334,76.77083333333333,14.782727272727271,15.798125,17.657291666666666,1.61,9.597823870000001,-20.14402077,0,1,0
T100,41.717753,-87.531657,79.5,11.0,63,69.0,521,1821,0.0,29.275,29.96,6.4,19,6.5,14.5,780.0,1,57.12,2007,9,36,61.86363636363637,67.125,7.05,67.07062500000002,0.5,0.0,5.000000000000002,8.229166666666666,73.22916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T027,41.98480900000001,-87.728492,72.5,-1.0,56,62.0,452,1903,0.0,29.295,29.98,8.6,5,9.3,7.5,851.0,0,56.17,2013,8,32,60.90909090909091,65.0625,7.67727272727272,68.78124999999983,0.0,0.0,6.095652173913044,11.020833333333334,76.02083333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T066,41.77166,-87.703047,54.5,-10.0,46,50.0,419,1920,0.12,29.39,30.09,7.4,3,8.0,-10.5,901.0,1,72.94,2009,6,23,45.04545454545455,51.9375,9.895454545454545,54.13437500000006,0.3333333333333333,0.0,7.934782608695655,-5.708333333333333,59.291666666666664,5.405454545454545,6.2325,7.114999999999999,0.36,5.0125991999999995,-10.52436564,1,0,0
T102,41.750498,-87.605294,72.5,-1.0,56,62.0,452,1903,0.0,29.295,29.98,8.6,5,9.3,7.5,851.0,0,56.17,2013,8,32,60.90909090909091,65.0625,7.67727272727272,68.78124999999983,0.0,0.0,6.095652173913044,11.020833333333334,76.02083333333333,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T028,41.986921,-87.689778,72.25,7.0,59,64.0,528,1809,0.0,29.31,29.98,7.0,35,9.4,7.25,761.0,1,63.1,2013,9,37,63.31818181818182,67.5,7.418181818181813,64.76062499999982,0.3333333333333333,0.009999999999997669,6.0695652173913,12.75,77.75,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T082,41.803423,-87.642984,69.25,-5.0,54,61.0,438,1918,0.0,29.36,30.05,4.1,23,5.1,4.25,880.0,0,58.33,2013,7,30,64.5,69.375,7.995454545454543,63.63499999999986,0.16666666666666666,0.05999999999999772,7.317391304347827,8.375,73.375,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T115,41.673408,-87.599862,51.5,-8.0,41,47.0,547,1735,0.09,29.345,30.01,14.6,34,15.0,-13.5,708.0,1,67.25,2011,9,39,51.13636363636363,55.875,8.304545454545456,72.91187499999991,0.3333333333333333,0.07999999999999796,6.999999999999999,-2.4166666666666665,62.583333333333336,4.602272727272727,5.02875,5.6325,3.06,3.75060672,-7.883987579999999,0,0,1
T156,41.772846,-87.740029,80.5,8.0,62,69.0,445,1911,0.0,29.315,30.0,3.5,9,4.1,15.5,866.0,0,53.37,2007,8,31,58.68181818181818,63.25,8.113636363636363,62.69000000000001,0.3333333333333333,0.16999999999999993,6.052173913043479,8.479166666666666,73.47916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T903,41.957799,-87.930995,63.75,-10.0,51,56.0,431,1925,0.0,29.18,29.87,10.6,30,10.8,-1.25,894.0,0,63.19,2009,7,29,56.27272727272727,62.79166666666667,6.818181818181818,61.33250000000003,0.3333333333333333,0.0,5.452173913043483,7.104166666666667,72.10416666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T157,41.825902,-87.667827,67.75,10.0,56,61.0,552,1729,0.0,29.365,30.04,3.9,17,4.6,2.75,697.0,0,66.04,2007,10,40,50.45454545454545,57.3125,9.036363636363637,59.03812500000002,0.16666666666666666,0.0,7.286956521739133,-0.2708333333333333,64.72916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T096,41.731922,-87.677512,63.0,-8.0,55,59.0,419,1931,0.0,29.44,30.13,7.6,2,8.3,-2.0,912.0,0,75.13,2007,6,26,57.09090909090909,62.875,9.213636363636365,58.29187500000001,0.6666666666666666,1.1102230246251565e-16,7.404347826086959,8.770833333333334,73.77083333333333,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T160,41.903002,-87.68826700000002,63.75,-10.0,51,56.0,431,1925,0.0,29.18,29.87,10.6,30,10.8,-1.25,894.0,0,63.19,2009,7,29,56.27272727272727,62.79166666666667,6.818181818181818,61.33250000000003,0.3333333333333333,0.0,5.452173913043483,7.104166666666667,72.10416666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T138,41.72646500000001,-87.585413,56.5,-8.0,42,49.0,528,1809,0.0,29.43,30.12,1.8,3,5.6,-8.5,761.0,0,58.23,2007,9,37,60.95454545454545,66.25,7.55,63.21187500000002,0.6666666666666666,0.18999999999999984,5.630434782608697,8.770833333333334,73.77083333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T011,41.944869,-87.832763,70.5,-4.0,54,61.0,444,1913,0.0,29.26,29.94,6.2,26,7.3,5.5,869.0,0,55.89,2009,7,31,56.18181818181818,61.5,7.227272727272728,61.31875,0.6666666666666666,0.0,5.817391304347831,4.458333333333333,69.45833333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T114,41.798697,-87.736812,73.75,0.0,55,63.0,457,1856,0.0,29.41,30.1,1.5,14,3.8,8.75,839.0,0,51.94,2009,8,33,58.81818181818182,63.0,7.781818181818181,60.288749999999986,0.3333333333333333,0.019999999999998574,6.51739130434783,7.041666666666667,72.04166666666667,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T036,41.837085,-87.729384,80.5,8.0,62,69.0,445,1911,0.0,29.315,30.0,3.5,9,4.1,15.5,866.0,0,53.37,2007,8,31,58.68181818181818,63.25,8.113636363636363,62.69000000000001,0.3333333333333333,0.16999999999999993,6.052173913043479,8.479166666666666,73.47916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T030,41.89923,-87.716788,79.25,7.0,71,74.0,426,1928,0.39,29.15,29.82,5.5,25,8.5,14.25,902.0,0,75.93,2011,7,28,59.81818181818182,65.1875,8.48181818181818,55.07124999999992,0.5,0.0,7.000000000000003,6.125,71.125,23.32909090909091,25.423125000000002,27.73875,9.75,16.340699700000002,-34.20954732,0,0,1
T046,41.891118,-87.65449100000002,65.5,-7.0,53,58.0,459,1854,0.0,29.435,30.13,4.2,24,4.9,0.5,835.0,0,64.0,2013,8,33,57.81818181818182,62.25,7.604545454545448,67.25187499999981,0.16666666666666666,0.0,6.11304347826087,2.9791666666666665,67.97916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T054,41.921965,-87.632085,73.75,0.0,55,63.0,457,1856,0.0,29.41,30.1,1.5,14,3.8,8.75,839.0,0,51.94,2009,8,33,58.81818181818182,63.0,7.781818181818181,60.288749999999986,0.3333333333333333,0.019999999999998574,6.51739130434783,7.041666666666667,72.04166666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T220,41.963976,-87.69181,80.5,8.0,62,69.0,445,1911,0.0,29.315,30.0,3.5,9,4.1,15.5,866.0,0,53.37,2007,8,31,58.68181818181818,63.25,8.113636363636363,62.69000000000001,0.3333333333333333,0.16999999999999993,6.052173913043479,8.479166666666666,73.47916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T231,41.98728,-87.666066,78.75,5.0,60,66.0,429,1926,0.0,29.3,29.98,5.4,9,6.7,13.75,897.0,0,52.66,2011,7,28,59.0,64.25,8.304545454545453,56.63624999999992,0.6666666666666666,0.0,6.843478260869567,7.666666666666667,72.66666666666667,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T049,41.896282,-87.655232,71.0,-2.0,53,61.0,427,1928,0.0,29.41,30.1,4.0,8,4.8,6.0,901.0,0,52.98,2013,7,28,62.77272727272727,65.25,8.622727272727268,68.35687499999982,0.16666666666666666,0.0,7.178260869565216,8.645833333333334,73.64583333333333,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T067,41.759346,-87.745602,76.5,3.0,68,70.0,440,1917,0.17,29.135,29.82,3.0,3,7.9,11.5,877.0,1,75.04,2007,7,30,59.0,65.0625,8.44090909090909,60.20000000000002,0.3333333333333333,0.0,6.417391304347827,10.833333333333334,75.83333333333333,10.030000000000001,11.060625,12.891666666666667,0.51,7.09908882,-14.916752340000002,1,0,0
T069,41.768388,-87.678649,65.75,-2.0,54,59.0,519,1824,0.0,29.450000000000006,30.16,4.7,5,6.0,0.75,785.0,0,65.81,2009,9,36,56.68181818181818,63.6875,8.504545454545452,69.45812499999995,0.16666666666666666,0.01999999999999863,7.126086956521742,8.020833333333334,73.02083333333333,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T086,41.688324,-87.676709,80.5,8.0,62,69.0,445,1911,0.0,29.315,30.0,3.5,9,4.1,15.5,866.0,0,53.37,2007,8,31,58.68181818181818,63.25,8.113636363636363,62.69000000000001,0.3333333333333333,0.16999999999999993,6.052173913043479,8.479166666666666,73.47916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T048,41.867108,-87.654224,52.5,-12.0,40,47.0,532,1800,0.0,29.62,30.33,1.4,8,3.3,-12.5,748.0,0,62.35,2011,9,37,56.04545454545455,62.8125,7.995454545454547,64.3106249999999,0.3333333333333333,0.0,6.33478260869565,9.666666666666666,74.66666666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T227,41.728495,-87.60096300000002,75.5,2.0,62,67.0,419,1931,0.0,29.31,30.0,8.2,17,9.4,10.5,912.0,0,62.94,2011,6,26,57.36363636363637,61.75,8.931818181818178,68.44687499999992,0.5,0.0,7.443478260869569,2.6041666666666665,67.60416666666667,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T158,41.682587,-87.707973,80.5,7.0,66,71.0,438,1918,0.0,29.225,29.91,3.4,32,6.5,15.5,880.0,0,61.39,2011,7,30,63.63636363636363,67.5,7.722727272727272,62.904374999999916,0.0,0.01999999999999879,6.504347826086957,12.520833333333334,77.52083333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T013,41.923738,-87.785288,50.75,-8.0,46,49.0,548,1734,0.89,29.155,29.9,9.1,13,9.5,-14.25,706.0,1,83.71,2009,10,40,55.59090909090909,61.875,5.8000000000000025,71.7937499999999,0.16666666666666666,0.0,4.578260869565219,3.8958333333333335,68.89583333333333,49.47590909090909,55.06875,61.31729166666666,11.57,37.31212682,-78.12890632,0,0,1
T007,41.994991,-87.769279,79.75,18.0,63,68.0,541,1746,0.0,29.305,29.99,11.4,19,11.9,14.75,725.0,0,56.66,2007,9,39,53.18181818181818,58.9375,8.69090909090909,56.35500000000005,0.0,0.0,7.113043478260869,6.333333333333333,71.33333333333333,0.0,0.0,0.0,0.0,0.0,-0.0,0,1,0
T073,41.773215,-87.60088,70.5,-4.0,54,61.0,444,1913,0.0,29.26,29.94,6.2,26,7.3,5.5,869.0,0,55.89,2009,7,31,56.18181818181818,61.5,7.227272727272728,61.31875,0.6666666666666666,0.0,5.817391304347831,4.458333333333333,69.45833333333333,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
T025,41.979243,-87.750938,81.75,10.0,69,72.0,418,1931,0.16,29.42,30.11,6.1,22,7.1,16.75,913.0,1,65.36,2007,6,26,55.27272727272727,62.0625,9.122727272727275,54.625625000000014,1.0,0.010000000000000111,7.465217391304351,4.791666666666667,69.79166666666667,8.843636363636364,9.93,11.166666666666668,3.52,6.71667888,-14.040150080000002,0,0,1
T233,42.009876,-87.807277,55.0,-6.0,44,49.0,540,1748,0.0,29.355,30.06,5.9,36,7.0,-10.0,728.0,0,66.38,2011,9,38,53.13636363636363,59.25,8.18636363636364,67.1356249999999,0.3333333333333333,0.429999999999998,6.895652173913043,5.229166666666667,70.22916666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T028,41.986921,-87.689778,63.75,-10.0,51,56.0,431,1925,0.0,29.18,29.87,10.6,30,10.8,-1.25,894.0,0,63.19,2009,7,29,56.27272727272727,62.79166666666667,6.818181818181818,61.33250000000003,0.3333333333333333,0.0,5.452173913043483,7.104166666666667,72.10416666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T142,41.953067,-87.776792,69.75,-3.0,51,59.0,426,1928,0.0,29.255000000000006,29.93,8.8,30,10.9,4.75,902.0,0,51.35,2007,7,28,58.77272727272727,62.8125,8.354545454545457,60.70687500000001,0.5,1.3877787807814457e-16,6.652173913043479,7.416666666666667,72.41666666666667,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,1
T223,41.973845,-87.805059,82.75,14.0,71,75.0,517,1827,0.0,29.23,29.91,5.2,21,5.9,17.75,790.0,0,67.75,2011,9,35,59.72727272727273,64.8125,6.718181818181815,65.24749999999989,0.5,0.0,5.0608695652173905,7.354166666666667,72.35416666666667,0.0,0.0,0.0,0.0,0.0,-0.0,1,0,0
